종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"005300","롯데칠성","KOSPI","음식료품","145000","-2500","-1.69","1345438180000"
"005305","롯데칠성우","KOSPI","음식료품","72700","-1100","-1.49","56365037000"
"011170","롯데케미칼","KOSPI","화학","242000","500","0.21","8294651398000"
"002270","롯데푸드","KOSPI","음식료품","412000","-2000","-0.48","498130660000"
"071840","롯데하이마트","KOSPI","유통업","29050","-700","-2.35","685804033600"
"027740","마니커","KOSPI","음식료품","447","-16","-3.46","88717249518"
"204320","만도","KOSPI","운수장비","54700","-2400","-4.20","2568554464000"
"001080","만호제강","KOSPI","철강금속","20850","-750","-3.47","86527500000"
"088980","맥쿼리인프라","KOSPI","기타금융","13000","200","1.56","5262992111000"
"094800","맵스리얼티1","KOSPI","기타금융","4795","20","0.42","445140617145"
"138040","메리츠금융지주","KOSPI","기타금융","32150","-1500","-4.46","4308463102100"
"008560","메리츠증권","KOSPI","증권","4945","-5","-0.10","3371157713155"
"000060","메리츠화재","KOSPI","보험","30300","-250","-0.82","3654937500000"
"090370","메타랩스","KOSPI","섬유의복","1045","-35","-3.24","68848063130"
"017180","명문제약","KOSPI","의약품","5090","-170","-3.23","172823080860"
"009900","명신산업","KOSPI","운수장비","26200","-1150","-4.20","1374717484600"
"012690","모나리자","KOSPI","종이목재","3925","-185","-4.50","143542175875"
"005360","모나미","KOSPI","유통업","4980","-100","-1.97","94108588860"
"204210","모두투어리츠","KOSPI","서비스업","4170","85","2.08","32637818550"
"009680","모토닉","KOSPI","운수장비","10550","-350","-3.21","348150000000"
"009580","무림P&P","KOSPI","종이목재","4290","-130","-2.94","267560109960"
"009200","무림페이퍼","KOSPI","종이목재","2710","-95","-3.39","112761230100"
"033920","무학","KOSPI","음식료품","10550","-650","-5.80","300675000000"
"008420","문배철강","KOSPI","철강금속","4275","-140","-3.17","87652483875"
"025560","미래산업","KOSPI","의료정밀","13550","-400","-2.87","60324694850"
"007120","미래아이앤지","KOSPI","서비스업","520","-12","-2.26","67331756960"
"357250","미래에셋맵스리츠","KOSPI","서비스업","5000","-20","-0.40","100500000000"
"085620","미래에셋생명","KOSPI","보험","4730","-175","-3.57","837286573970"
"006800","미래에셋증권","KOSPI","증권","8500","-160","-1.85","5400189468000"
"00680K","미래에셋증권2우B","KOSPI","증권","4755","-65","-1.35","665700000000"
"006805","미래에셋증권우","KOSPI","증권","5610","-150","-2.60","78964957500"
"002840","미원상사","KOSPI","화학","205500","-4500","-2.14","1021335000000"
"268280","미원에스씨","KOSPI","화학","185000","-3000","-1.60","943500000000"
"107590","미원홀딩스","KOSPI","기타금융","127000","-1000","-0.78","294640000000"
