회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]   배당금(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(요약)
(주)까뮤이앤씨,013700,2021/12,195058433,664684,97.4,50.66,1.21,-2668352,1.78,0.88,163687
(주)나이스홀딩스,034310,2021/12,467714548,13976384,44.9,69.01,10.96,21259315,2.46,1.91,43252
(주)남선알미늄,008350,2021/12,275681346,0,63.01,61.35,-14.2,12183877,3.23,1.48,230344
(주)남성,004270,2021/12,241617650,783062,103.51,49.14,22.63,-4316846,1.56,0.86,82098
(주)넥센,005720,2021/12,724981151,5543277,19.64,83.58,43.6,8649798,0.54,0.4,507421
(주)노루페인트,090350,2021/12,600505458,5629675,92.47,51.96,16.57,18815693,1.16,0.59,646953
(주)노루홀딩스,000320,2021/12,365514372,4689122,20.61,82.91,14.03,9118374,0.8,0.47,21744
(주)녹십자,006280,2021/12,1925626161,22826000,57.14,63.64,-4.68,117703259,5.73,2.26,1170305
(주)녹십자홀딩스,005250,2021/12,1066673355,18162000,63.09,61.31,-6.16,35383454,4.43,1.9,73934
(주)농심,004370,2021/12,2544772941,23130496,25.05,79.97,-0.15,138295967,1.05,0.83,2102582
(주)농심홀딩스,072710,2021/12,564715220,9275528,0.78,99.22,0,12074113,0.75,0.61,19291
(주)다우기술,023590,2021/12,1052107489,25959970,76.34,56.71,10.86,70324122,2.38,1.71,272897
(주)다이나믹디자인,145210,2021/12,98713688,0,140.24,41.63,-35.27,-5885,4.05,1.71,27513
(주)대교,019680,2021/12,736567687,4302658,40.52,71.16,1.11,46598127,1.25,0.74,593166
(주)대구백화점,006370,2021/12,407470404,832803,42.27,70.29,-10.8,-19044835,0.68,0.29,75955
(주)대덕,008060,2021/12,540933464,10536814,0.31,99.69,139.42,9352667,0.67,0.43,13869
(주)대동,000490,2021/12,812118607,1658257,210.89,32.17,39,14558081,1.45,0.65,886115
(주)대양금속,009190,2021/12,157542367,0,58.21,63.21,44.79,-5352047,2.85,1.57,203424
(주)대우건설,047040,2021/12,9192699187,0,237.4,29.64,5.87,1479793183,1.49,0.79,8085720
(주)대웅,003090,2021/12,415669425,4156569,5.03,95.21,9.85,49360417,10.8,4.44,96234
(주)대웅제약,069620,2021/12,1259655414,6641525,105.07,48.76,11.69,47950163,5.21,2.97,1055170
(주)대유에이텍,002880,2021/12,452254167,0,292.97,25.45,13.09,10053815,2.39,0.89,419101
(주)대유플러스,000300,2021/12,318803266,0,181.26,35.55,54.07,4705143,2.08,0.81,160425
(주)대창,012800,2021/12,570884442,2289679,155.1,39.2,41.14,-37229167,1.26,0.6,594658
(주)대한항공,003490,2021/12,26193031955,0,275.36,26.64,18.21,3498373266,1.66,1.19,8753416
(주)대현,016090,2021/12,280081122,3985408,26.72,78.92,13.7,30688796,0.81,0.37,287896
(주)대호에이엘,069460,2021/12,145025262,0,110.1,47.6,18.1,-3831573,3,1.24,143402
(주)더메디팜,118000,2021/12,171997948,0,45.15,68.9,141.77,-1074071,1.73,0.83,16014
(주)더블유게임즈,192080,2021/12,999668738,11882868,15.75,86.39,-10.68,68445399,1.86,1.12,213363
(주)더존비즈온,012510,2021/12,892107531,16493247,81.89,54.98,3.49,66316362,8.53,5.22,313777
(주)덕성,004830,2021/12,119614500,735139,46.33,68.34,-0.6,6781883,6.94,1.27,106620
(주)덴티움,145720,2021/12,526730985,2155973,98.78,50.31,25.94,59785313,3.92,1.71,225242
(주)도화엔지니어링,002150,2021/12,472293545,9322831,72.37,58.02,-4.04,28761752,1.33,0.93,584799
(주)동남합성,023450,2021/12,90602982,0,95.85,51.06,28.31,12545411,5.63,3.38,160296
(주)동방,004140,2021/12,498183527,0,343.69,22.54,2.74,22501179,5.53,0.83,570300
(주)동방아그로,007590,2021/12,203440049,3101504,39.24,71.82,3.47,14836631,1,0.6,133436
(주)동서,026960,2021/12,1561312544,69070766,8.91,91.82,12.62,81364107,3.26,2.07,496752
(주)동성케미컬,102260,2021/12,464533998,9919413,38.39,72.26,76.67,4598642,1.02,0.71,375707
(주)동아지질,028100,2021/12,350354940,4848426,71.21,58.41,-8,31382070,1.39,0.9,289482
(주)동양,001520,2021/12,970047655,8024000,22.31,81.76,18.66,25565712,0.85,0.36,527289
(주)동양고속,084670,2021/12,168368992,0,100.11,49.97,-2.86,-12519941,1.04,0.57,81012
(주)동원에프앤비,049770,2021/12,1330982099,13506934,101.01,49.75,-0.59,101563649,1.51,1.05,1770773
(주)두산,000150,2021/12,5308286887,35772341,74.25,57.39,-37.56,-273229596,1.07,0.33,967465
(주)두올,016740,2021/12,267050839,2597581,66.25,60.15,-4.51,15410676,1.45,0.71,226290
(주)드림텍,192650,2021/12,358749911,19456322,69.29,59.07,37.92,43581220,4.85,2.9,553586
(주)디비아이엔씨,012030,2021/12,610429798,0,34.31,74.45,23.8,18219174,0.65,0.36,278421
(주)디아이,003160,2021/12,201363821,5179357,60.37,62.35,82.46,-2415223,2.96,1.29,185866
(주)디아이씨,092200,2021/12,391800990,0,697.66,12.54,16.49,34522344,6.06,2.21,409337
(주)디알비동일,004840,2021/12,304795259,578171,50.81,66.31,-12,-26021735,0.86,0.46,95762
(주)디엔오토모티브,007340,2021/12,1251893183,8618125,90.64,52.46,40.14,216435566,1.23,0.4,235048
(주)디지비금융지주,139130,2021/12,3974995291,106562000,23.91,80.7,7.89,86560543,0.59,0.35,195727
(주)락앤락,115390,2021/12,612977028,0,14.44,87.38,14.22,11192238,1.74,0.99,243540
(주)마니커,027740,2021/12,192796025,0,307.23,24.56,17.61,-8468857,9.28,1.74,253344
(주)메리츠금융지주,138040,2021/12,2327968272,26406000,45.36,68.79,56.37,21758345,3.8,0.81,254574
(주)메타랩스,090370,2021/12,73043250,0,31.47,76.06,-32.54,42466,1.74,1.02,16052
(주)모나리자,012690,2021/12,93955501,0,24.89,80.07,-9.16,10925776,2.84,1.7,106399
(주)모나미,005360,2021/12,155140257,1889731,89.6,52.74,4.62,202864,1.72,0.95,97395
(주)모토닉,009680,2021/12,450511036,8739432,6.92,93.53,9.82,22743996,1.25,0.76,196084
(주)무학,033920,2021/12,637795276,6091980,29.22,77.39,-10.39,47018358,0.83,0.39,121875
(주)미래아이앤지,007120,2021/12,99668333,0,40.22,71.32,35.26,2019891,1.4,0.7,7808
(주)바이오노트,377740,2021/12,995141900,49958930,13.9,87.8,-1.78,536692800,0,0,620046
(주)방림,003610,2021/09,236351098,1740648,18.76,84.21,9.11,20162589,0.68,0.36,87230
(주)백산,035150,2021/12,255196526,2420000,66.29,60.14,-0.13,22717744,2.01,0.88,204459
(주)벽산,007210,2021/12,384957990,566694,78.91,55.89,9.71,6876716,1.74,0.74,294733
(주)보락,002760,2021/12,56317969,299500,23.66,80.87,3.84,1177597,3.88,2.47,39764
(주)보령,003850,2021/12,808103829,6588571,75.06,57.12,9.78,71459765,5.37,2.42,594413
(주)비비안,002070,2021/12,191314974,0,89.98,52.64,2.51,-1267810,1.9,0.82,169829
(주)비상교육,100220,2021/12,277125936,2695333,25.68,79.57,17.47,30967212,1.08,0.41,167742
(주)비와이씨,001460,2021/12,672836981,1262387,41,70.92,1.48,34043648,0.96,0.5,163289
(주)비지에프,027410,2021/12,1556972755,10528000,3.57,96.55,-18.02,20221999,0.52,0.3,42327
(주)비지에프리테일,282330,2021/12,2522959711,51825000,222.57,31,9.64,525360402,4.77,3.25,6762089
(주)빙그레,005180,2021/12,726485691,12379000,28.52,77.81,8.43,46494317,1.2,0.9,984003
(주)사조대림,003960,2021/12,681576251,2206060,79.12,55.83,7.35,29757576,0.86,0.38,1165976
(주)사조오양,006090,2021/12,315948483,1884547,60.62,62.26,0.38,20241471,0.66,0.42,328882
(주)삼성출판사,068290,2021/12,210488928,2000000,22.98,81.32,-0.95,5848721,3.5,1.32,56222
(주)삼양사,145990,2021/12,2188296389,12564000,85.62,53.87,17.03,-62218619,0.75,0.51,1784425
(주)삼양패키징,272550,2021/12,612486514,14209804,90.66,52.45,6.63,56247247,1.64,0.95,391946
(주)삼양홀딩스,000070,2021/12,2090165036,23234000,20.29,83.13,208.52,21196409,0.77,0.38,352145
(주)삼영,003720,2021/12,80976263,0,66.15,60.18,11.19,7471485,3.32,1.71,107926
(주)삼원강재,023000,2021/12,270679644,4172695,23.75,80.81,21.94,6737740,0.86,0.47,299953
(주)삼익악기,002450,2021/12,348589340,4147203,76.46,56.67,40.47,-8452552,0.97,0.65,151547
(주)삼일씨엔에스,004440,2021/12,345935541,0,26.06,79.33,20.42,-11525831,0.82,0.38,224074
(주)삼천리,004690,2021/12,3097379762,10272075,132.77,42.96,9.52,262900494,0.33,0.24,2623052
(주)상상인증권,001290,2021/12,585045704,0,196.24,33.76,23.97,-84586740,0.79,0.51,46008
(주)서연,007860,2021/12,308307217,2170729,1.13,98.88,19.9,3971205,2.06,0.55,15620
(주)서연이화,200880,2021/12,1118832703,4053413,68.18,59.46,5.29,117260815,0.45,0.25,1078250
(주)서원,021050,2021/12,222922979,712119,156.56,38.98,34.39,-14707815,2.11,0.97,261636
(주)서흥,008490,2021/12,485995042,5559557,61.44,61.94,7.14,36361660,2.35,1.57,413783
(주)선앤엘,002820,2021/12,460607389,965056,108.9,47.87,64.99,1746653,0.46,0.26,318394
(주)선진,136490,2021/12,818686440,2377921,104.87,48.81,25.78,31101810,1.37,0.59,1169294
(주)성안,011300,2021/12,114372802,0,290.03,25.64,5.01,-528339,2.69,0.66,31097
(주)세아베스틸지주,001430,2021/12,2579116663,48664970,65.46,60.44,54.44,83027935,0.87,0.25,2153394
(주)세아제강,306200,2021/12,1228191226,9800000,80.72,55.33,30.15,22030620,0.59,0.34,1497361
(주)세아제강지주,003030,2021/12,746908093,7070807,11.89,89.37,0.72,4948238,0.92,0.27,13397
(주)세아특수강,019440,2021/12,488152167,10013843,50.26,66.55,34.51,-27395235,0.55,0.3,634630
(주)세아홀딩스,058650,2021/12,1048150272,9858104,13.69,87.96,-25.59,40455840,0.57,0.32,53193
(주)세우글로벌,013000,2021/12,49475179,0,9.82,91.05,18,1466448,4.73,1.04,32394
(주)세원정공,021820,2021/06,289366967,250000,12.31,89.04,15.53,16822659,0.32,0.32,58380
(주)세이브존아이앤씨,067830,2021/12,564254721,1132939,23.22,81.16,-9.32,14027855,0.39,0.25,122173
(주)세진중공업,075580,2021/12,444397560,8223116,177.3,36.06,-17.07,-1065919,3.08,1.76,221657
(주)셀트리온,068270,2021/12,5315369384,105200478,32.89,75.25,-4.38,802547349,19.77,9.81,1615840
(주)솔루엠,248070,2021/12,336635050,0,53.77,65.03,-16.66,-51821673,9.13,4.76,621506
(주)수산인더스트리,126720,2021/12,311175333,4000000,14.95,86.99,16.11,19326097,0,0,202221
(주)수산중공업,017550,2021/12,169136119,539864,60.85,62.17,84.46,-1952355,4.3,1.18,103586
(주)시디즈,134790,2021/12,84805501,671583,38.01,72.46,10.75,-7169348,2.94,1.76,251937
(주)신도리코,029530,2021/12,1010678253,14245886,7.79,92.77,-4.17,30513898,0.4,0.27,308631
(주)신성이엔지,011930,2021/12,403271856,0,122.16,45.01,-10.2,-24193422,4.28,2,329555
(주)신세계,004170,2021/12,7721030612,29509000,105.3,48.71,14.51,585699617,0.87,0.56,1671595
(주)신세계아이앤씨,035510,2021/12,354134942,3286453,28.17,78.02,9.53,31880470,1.91,0.84,526089
(주)신세계인터내셔날,031430,2021/12,1053099871,10710000,67.47,59.71,9.34,133126101,2.93,1.68,1324581
(주)신세계푸드,031440,2021/12,871652860,2904218,206.08,32.67,7.87,71952997,1.59,0.89,1322704
(주)신영와코루,005800,2021/12,372654678,1350000,18.01,84.74,6.4,9599741,0.38,0.26,189003
(주)신원,009270,2021/12,512570594,4058431,140.17,41.64,26.07,-5090661,1.68,0.57,870189
(주)신풍,002870,2021/12,91177831,1662383,3.9,96.25,-26.11,-5984123,1.96,0.82,17725
(주)신한금융지주회사,055550,2021/12,36815893000,747705000,39.43,71.72,5.06,2013696000,0.9,0.63,1771568
(주)신화다이나믹스,001770,2021/12,71036421,121488,74.96,57.15,35.49,-770578,1.3,0.61,104771
(주)신흥,004080,2021/12,130169357,1128668,31.59,75.99,8.8,6581860,1.9,1.03,126875
(주)쌍방울,102280,2021/12,388192805,0,72.05,58.12,2.66,-2975163,1.69,0.7,91955
(주)쎌마테라퓨틱스,015540,2021/12,27008561,0,91.32,52.27,-0.62,-7542447,49.89,25.68,9568
(주)쏘카,403550,2021/12,419878674,0,180.09,35.7,0,14668790,0,0,284954
(주)씨아이테크,004920,2021/12,52389816,0,45.55,68.71,2.63,-3383571,2.3,0.94,16977
(주)씨티알모빌리티,308170,2021/12,232428519,0,175.06,36.36,18.99,1945168,4.27,2.11,275893
(주)아모레퍼시픽,090430,2021/12,5291052656,67624549,11.96,89.32,15.19,490711600,4.61,2.39,3475233
(주)아모레퍼시픽그룹,002790,2021/12,2115979028,41946161,4.08,96.08,-31.11,24278873,3.89,1.95,36094
(주)아센디오,012170,2021/12,67529072,0,50.27,66.55,43.7,-8347175,6.16,1.58,21554
(주)아이마켓코리아,122900,2021/12,782490914,4719651,108.85,47.88,13.16,36997348,1.35,0.77,2353474
(주)아이에이치큐,003560,2021/12,232934030,0,96.12,50.99,-26.03,17041209,3.89,1.81,58789
(주)알루코,001780,2021/12,456060104,0,111.89,47.19,18.41,-17287419,2.42,1.17,276620
(주)에넥스,011090,2021/12,132118154,0,100.67,49.83,-13.39,-19219031,3.49,1.12,200317
(주)에스비에스,034120,2021/12,1195935566,17690068,101.23,49.69,20.22,94468310,1.97,0.67,909841
(주)에스엠벡셀,010580,2021/12,47837811,0,47.84,67.64,3.35,-3239766,3.08,0.62,73078
(주)에스원,012750,2021/12,1899472792,84525598,34.8,74.19,4.02,318867723,2.77,2.24,2277129
(주)에스제이엠,123700,2021/12,163036392,2340735,16.03,86.18,13.73,-1328601,0.78,0.37,67189
(주)에스제이엠홀딩스,025530,2021/12,164815800,2371598,9.21,91.57,43.86,5073413,0.63,0.3,6103
(주)에스지글로벌,001380,2021/12,180340624,0,50.91,66.26,-29.5,-516288,1.88,0.59,56443
(주)에스지세계물산,004060,2021/12,308118590,0,24.81,80.12,-20.02,8926828,0.77,0.5,133439
(주)에스피씨삼립,005610,2021/12,953617805,8983095,186.95,34.85,8.21,88523269,2.59,1.8,1369339
(주)에이블씨엔씨,078520,2021/12,172712604,0,44.97,68.98,-11.58,5598648,3.18,1.43,199450
(주)에이엔피,015260,2021/12,82030111,0,173.69,36.54,-15.59,-8847576,2.17,0.97,69286
(주)에이프로젠,007460,2021/12,574287577,0,64.24,60.89,11.78,-2121352,1.64,0.8,81082
(주)에이프로젠바이오로직스,003060,2021/12,495499165,0,2.13,97.92,6.97,5684997,1.16,0.69,34050
(주)에이플러스에셋어드바이저,244920,2021/12,163625949,3391154,68.7,59.28,-10.52,11350604,3.53,1.24,218382
(주)에프앤에프,383220,2021/12,1073133609,42089289,,,,297333286,,,1081846
(주)에프앤에프홀딩스,007700,2021/12,1923684641,6641882,0.93,99.07,-99.64,81957482,2.07,0.36,2923
(주)엔씨소프트,036570,2021/12,4489052528,119001593,42.46,70.19,-5.04,374750389,7.64,4.05,2129327
(주)엔아이스틸,008260,2021/12,341056807,2145009,140.43,41.59,28.89,28000901,1.37,0.52,248213
(주)엔케이,085310,2021/12,127002550,0,27.98,78.14,-0.53,13952173,1.31,0.73,68964
(주)엘에스,006260,2021/12,4028895000,40262000,13.6,88.03,110.58,86667000,0.74,0.45,349037
(주)엘에스네트웍스,000680,2021/12,1257845020,0,140.92,41.51,24.85,16719272,0.95,0.38,224010
(주)엘에프,093050,2021/12,1838417505,17076000,32.73,75.34,2.65,100203046,0.5,0.31,1145492
(주)엘엑스세미콘,108320,2021/12,1169534024,87827220,46.73,68.15,63.43,419948902,0,0,1898846
(주)엘엑스인터내셔널,001120,2021/12,3019044208,82726175,67.23,59.8,27.55,-5635131,0.87,0.52,4155724
(주)엘엑스하우시스,108670,2021/12,2079719000,3045000,164.39,37.82,13.88,96569000,1.52,0.74,2956861
(주)엘엑스홀딩스,383800,2021/12,1442547000,0,,,,-22742000,,,185812
(주)엘지,003550,2021/12,9708699000,448885000,3.17,96.93,-2.6,690665000,2.34,1.42,989760
(주)엘지생활건강,051900,2021/12,5112381322,201177000,21.11,82.57,12.17,682857210,9.13,5.39,4956148
(주)엘지에너지솔루션,373220,2021/12,13709636000,0,92.17,52.04,0,335873000,0,0,8387463
(주)엘지유플러스,032640,2021/12,18231505000,150440000,137.49,42.11,3.65,3345665000,1.21,0.86,12804202
(주)엘지헬로비전,037560,2021/12,1479167290,8519155,126.6,44.13,2.29,67381835,1.32,0.5,1080234
(주)엘지화학,051910,2021/12,30929152000,935275000,64.65,60.74,-1.72,4041768000,4.88,2.84,20471044
(주)엠씨넥스,097520,2021/12,493961155,8915216,51.98,65.8,-29.82,66689662,3.31,2.1,817629
(주)영원무역,111770,2021/12,1871208774,43866061,37.15,72.91,25.61,100937376,1.68,1.04,1432761
(주)영원무역홀딩스,009970,2021/12,571992707,23209796,5.5,94.79,29.93,9020226,1.44,0.95,31489
(주)영풍,000670,2021/12,2559877502,17201340,40.87,70.99,8.2,-70751083,0.79,0.51,1334460
(주)영흥,012160,2021/12,345749393,0,100.72,49.82,12.81,7426259,0.85,0.57,210267
(주)예스코홀딩스,015360,2021/12,599654878,9598025,29.99,76.93,9.35,13157334,0.56,0.45,19687
(주)오뚜기,007310,2021/12,2175601165,27205232,57.92,63.32,4.74,123797701,1.66,1.19,2414546
(주)오리엔트바이오,002630,2021/03,62354132,0,51.28,66.1,-17.35,2561518,7.25,1.42,25191
(주)오리온,271560,2021/12,1268634936,29646592,45.99,68.5,4.96,144113434,6.94,4.68,807372
(주)오리온홀딩스,001800,2021/12,1943949718,33107246,3.27,96.83,5.77,23930091,0.64,0.44,27554
(주)와이지플러스,037270,2021/12,161099277,0,36.66,73.18,70.89,4798288,6.06,2.65,120431
(주)와이투솔루션,011690,2021/12,117767520,0,34.5,74.35,-5.62,-5770763,4,2,101352
(주)용평리조트,070960,2021/12,841487728,0,117.77,45.92,85.71,-11535329,0.85,0.53,236127
(주)우리금융지주,316140,2021/12,23524982000,546044000,8.59,92.09,0.81,608227000,0.47,0.3,698223
(주)우성,006980,2021/12,181382778,385013,15.62,86.49,-5.08,-26856170,0.81,0.06,332154
(주)우신시스템,017370,2021/12,196552121,0,122.59,44.93,16.32,26817907,1.65,0.72,135140
(주)우진,105840,2021/12,179818234,1981766,39.55,71.66,31.53,2396366,2.02,0.61,52108
(주)우진아이엔에스,010400,2021/12,114655999,266435,18.09,84.68,-36.29,-5397232,0.81,0.53,89474
(주)우진플라임,049800,2021/12,277646160,1000000,239.43,29.46,16.32,21042937,3,0.99,232463
(주)웅진,016880,2021/12,429101941,0,66.87,59.93,-11.39,14798139,1.32,0.32,141883
(주)웅진씽크빅,095720,2021/12,664043439,10141478,64.77,60.69,8.53,96696291,1.88,0.91,686497
(주)원림,005820,2021/12,112661232,514208,26,79.36,26.76,-2318198,0.86,0.46,48718
(주)위스컴,024070,2021/12,133476185,766322,10.76,90.28,12.85,-147012,0.89,0.33,106663
(주)윌비스,008600,2021/12,272836115,0,88.78,52.97,24.71,3932978,1.49,0.67,209865
(주)유니드,014830,2021/12,1002743918,14844133,37.38,72.79,19.53,24223808,1.99,0.6,677077
(주)유니온,000910,2021/12,199850659,1951452,62.49,61.54,2.07,6589066,1.32,0.7,97661
(주)유니켐,011330,2021/12,207752158,2153419,107.63,48.16,-3.78,21234072,1.33,0.82,113112
(주)유수홀딩스,000700,2021/12,245802764,9500492,4.17,96,-54.64,-34105876,1.01,0.6,6295
(주)유유제약,000220,2021/12,170242024,2033747,44.37,69.27,12.39,1834974,3.36,1.1,91278
(주)유한양행,000100,2021/12,2201518256,26079622,18.94,84.08,3.58,106030640,3.32,2.34,1624133
(주)이노션,214320,2021/12,934428241,27000000,52.79,65.45,37.17,43510742,2.5,1.78,444963
(주)이마트,139480,2021/12,19141750840,55577000,102.59,49.36,5.91,424319472,0.57,0.42,15053811
(주)이수페타시스,007660,2021/12,365548145,0,116.14,46.27,8.49,4133583,1.85,0.79,363499
(주)이수화학,005950,2021/12,986684654,13602978,91.59,52.19,39.77,68513035,1.03,0.59,1318676
(주)이스타코,015020,2021/12,82087857,0,63.11,61.31,19.82,-9957042,6.52,0.56,7061
(주)이아이디,093230,2021/12,445671968,0,66.19,60.17,56.85,-1601794,2.53,0.73,122331
(주)이엔플러스,074610,2021/12,101654763,0,38.69,72.11,104.51,-24531072,3.83,1.95,51644
(주)이원,017940,2021/12,3316578367,12719852,125.11,44.42,32.81,44195647,0.32,0.18,4732699
(주)이월드,084680,2021/12,433174726,0,81.36,55.14,-4.34,19034375,3.14,1.39,125778
(주)인디에프,014990,2021/12,125070080,0,231.42,30.17,-2.66,-4139410,3.39,1.94,148375
(주)인바이오젠,101140,2021/12,274474964,0,54.18,64.86,2.58,-7069140,1.64,0.86,10481
(주)인스코비,006490,2021/12,96759051,0,55.81,64.18,26.22,-7008999,11.84,3.74,36346
(주)인팩,023810,2021/12,215443826,1800000,126.39,44.17,16.85,19527327,2.33,0.69,207789
(주)일신석재,007110,2021/12,91890080,0,75.86,56.86,27.24,-3508574,4.96,2.81,74743
(주)잇츠한불,226320,2021/12,409203365,3521924,2.54,97.52,-24.8,-8771491,1.84,0.92,42537
(주)제이에스코퍼레이션,194370,2021/12,276844894,5043064,64.33,60.85,47.41,-15509465,2.37,0.59,237504
(주)제일기획,030000,2021/12,1289135278,100265938,74.65,57.26,16.81,95799552,4.97,3.57,1017011
(주)제주은행,006220,2021/12,6933433000,3213000,1243.83,7.44,-4.74,155932000,0.73,0.23,204434
(주)제주항공,089590,2021/12,1253522783,0,586.67,14.56,-27.61,-83079708,7.58,3.95,270776
(주)조비,001550,2021/12,103778713,0,94.86,51.32,14.86,-7973100,3.57,1.8,84598
(주)조흥,002600,2021/12,267558823,3900000,83.59,54.47,12.69,31987517,0.95,0.73,250861
(주)종근당,185750,2021/12,1017135388,11238798,81.71,55.03,2.57,15281393,5.5,2.28,1333989
(주)종근당바이오,063160,2021/12,296707047,548596,85.46,53.92,14.26,-3290658,3.25,1.21,142043
(주)종근당홀딩스,001630,2021/12,434209664,6925589,19.89,83.41,49.56,23051487,1.92,0.97,35239
(주)주연테크,044380,2021/12,59553004,0,31.75,75.9,40.84,-14675469,2.54,1.14,88251
(주)지누스,013890,2021/12,628644784,8202645,72.5,57.97,63.56,78601503,5.04,3.09,333177
(주)지에스,078930,2021/12,6330030000,189439000,19.42,83.74,-24.72,138064000,0.93,0.66,230570
(주)지에스글로벌,001250,2021/12,1058806545,0,278.69,26.41,48.81,-322348631,1,0.58,3458027
(주)지에스리테일,007070,2021/12,7678930255,122616000,86.78,53.54,8.94,644884562,0.95,0.67,9334987
(주)지투알,035000,2021/12,96433589,5672675,18.57,84.34,-39.39,-795860,1.83,1.23,19338
(주)진도,088790,2021/12,136198148,498583,34.77,74.2,8.17,10692474,0.89,0.31,58923
(주)진양홀딩스,100250,2021/12,259008726,6575435,12.12,89.19,69.86,21164080,1.13,0.64,21945
(주)진에어,272450,2021/12,601593802,0,248.25,28.72,-9.04,-73672544,6.88,3.51,247191
(주)천일고속,000650,2021/12,62706050,3567635,74.53,57.3,-5.83,-5213402,4.22,2.85,29343
(주)청호ICT,012600,2021/12,31859902,0,47.18,67.94,-36.72,-7708931,7.44,1.32,17774
(주)체시스,033250,2021/06,73002449,0,121.67,45.11,-3.07,5523588,3.08,1.3,35316
(주)카카오,035720,2021/12,10024652294,22989646,52.95,65.38,19.88,815195397,39.5,7.6,2132916
(주)카카오뱅크,323410,2021/12,36040068000,0,552.74,15.32,32.43,-295508000,7.01,3.79,1064933
(주)카카오페이,377300,2021/12,2704763817,0,55.33,64.38,64.29,283877104,3.2,1.81,403417
(주)카프로,006380,2021/12,395298176,0,213.71,31.88,128.65,-37211878,1.76,1.07,582429
(주)케이씨,029460,2021/12,671756918,3731162,17.83,84.87,5.58,79976,0.76,0.49,164498
(주)케이씨씨,002380,2021/12,8810372412,45948918,74.34,57.36,10.36,105571093,0.85,0.34,2286588
(주)케이씨씨글라스,344820,2021/12,1863136955,22320666,34.13,74.55,0,228412841,0.99,0.42,1175660
