,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
한국주강,기계,2020,46460626000.0,54.8,64.6,-6.58,-0.013774892285899782,0.395,C,D,C,C,0.0
한국철강,철강금속,2020,868775458000.0,24.68,80.21,-11.92,0.14711664840491204,0.25,C,B+,B,C,9055547000.0
한국카본,기계,2020,478319471000.0,25.7,79.56,50.57,0.1695450913743761,2.3200000000000003,B+,B,B,B+,7743990000.0
한국콜마,화학,2020,2489599417000.0,149.15,40.14,-14.19,0.19938188052875816,3.965,B+,B,B+,B+,7893845000.0
한국콜마홀딩스,기타금융,2020,1218505783000.0,54.71,64.64,13.83,2.364868539804172,1.955,B,B,B,B,3788240000.0
한국타이어앤테크놀로지,화학,2020,10658547889000.0,43.8,69.54,-6.25,0.45097114988226583,11.225,B+,A,A,B,79292689000.0
한국토지신탁,기타금융,2020,1544471451000.0,67.34,59.76,-7.14,1.7365247019554022,3.265,C,D,B,C,20523819000.0
한국화장품,유통업,2020,75378062000.0,155.36,39.16,-44.74,-0.04597831916471729,4.885,B,D,B+,B,0.0
한국화장품제조,화학,2020,77657828000.0,75.42,57.01,-18.96,-0.10867870624294242,2.6,C,D,B,B,0.0
한농화성,화학,2020,171371035000.0,30.97,76.35,1.74,0.10617469448512641,2.45,C,C,C,B,2752924000.0
한독,의약품,2020,818926687000.0,114.46,46.63,6.47,0.04895374355426484,13.085,B+,B+,B+,B,4129060000.0
한미반도체,기계,2020,326966868000.0,27.18,78.63,113.82,0.1465701510512589,5.43,C,D,C,B,19671514000.0
한미사이언스,기타금융,2020,923219549000.0,40.15,71.35,4.99,0.38864554327342277,86.19500000000001,B,B,B,B,12934622000.0
한미약품,의약품,2020,1882026593000.0,126.24,44.2,-3.39,0.17369793845748246,423.985,A,B+,A+,B+,5881330000.0
한샘,유통업,2020,1229509761000.0,95.5,51.15,21.73,0.11203378623340779,13.485,B+,B+,A+,B,22437251000.0
한섬,섬유의복,2020,1438544149000.0,27.75,78.28,-5.07,0.12503490433385225,2.7350000000000003,A,B+,A,A,9886317000.0
한성기업,음식료품,2020,195752062000.0,287.74,25.79,-1.46,0.10965138193786915,5.345000000000001,C,D,B,C,0.0
한세실업,섬유의복,2020,1021055618000.0,142.33,41.27,-11.66,0.03058111067935858,4.22,B,C,B,B+,19619735000.0
한세엠케이,유통업,2020,149681758000.0,92.3,52.0,-28.38,0.03876359898798229,0.415,C,C,C,B,0.0
한세예스24홀딩스,섬유의복,2020,1840012735000.0,146.72,40.53,0.97,5.567474950710277,7.6,B,C,B,B,9815447000.0
한솔로지스틱스,운수창고업,2020,195971591000.0,258.59,27.89,10.61,0.11239425211898406,3.04,B+,B,B+,A,1373537000.0
한솔제지,종이목재,2020,1739627807000.0,174.03,36.49,-21.06,0.08443763070243646,1.77,A,A,A,A,11889000000.0
한솔케미칼,화학,2020,999200502000.0,60.57,62.28,5.4,0.360770722078558,5.8149999999999995,B+,B,B+,B+,19958967000.0
한솔테크닉스,전기전자,2020,591392385000.0,111.89,47.19,22.9,0.062313802776784666,3.865,B+,B+,B+,A,0.0
한솔홀딩스,기타금융,2020,627140216000.0,19.12,83.95,-33.63,0.3528189795995897,0.515,A,B+,A,A,5041000000.0
한솔홈데코,종이목재,2020,294990296000.0,90.88,52.39,-4.04,0.05182756049589708,9.905000000000001,B+,B,B+,A,0.0
한신공영,건설업,2020,1734262275000.0,179.36,35.8,-4.09,0.14122041365593813,0.6,C,C,B,B,4629727000.0
한양증권,증권,2020,1967706224000.0,460.49,17.84,53.72,0.15889927024738656,0.835,C,D,B+,C,8566481000.0
한온시스템,기계,2020,7807411034000.0,248.63,28.68,-3.93,0.2968455276605033,4.75,B,B,B,B+,61905538000.0
한올바이오파마,의약품,2020,220132431000.0,21.44,82.35,-18.3,0.010488374980248754,25.865000000000002,B,D,B+,B,0.0
한익스프레스,운수창고업,2020,301687969000.0,339.83,22.74,6.57,0.03438480796770809,0.97,C,B,C,D,0.0
한일시멘트,비금속광물,2020,2399662742000.0,76.67,56.6,0.0,0.17615365094383356,1.6600000000000001,B,C,B+,B,34008554000.0
한일철강,철강금속,2020,295057912000.0,98.31,50.43,-9.19,0.05965218356026223,0.175,D,D,D,C,0.0
한일현대시멘트,비금속광물,2020,562929272000.0,120.0,45.45,-12.98,0.1934246143812749,3.5300000000000002,B+,B,B+,B+,18503419000.0
한일홀딩스,비금속광물,2020,3320136776000.0,82.09,54.92,-7.17,13.990492439038,3.86,B,D,B+,B+,14696048000.0
한진,운수창고업,2020,3788654067000.0,206.05,32.67,7.44,0.12507683790161553,89.53,B,B,C,B+,8968576000.0
한진중공업홀딩스,전기가스업,2020,1837185000000.0,415.22,19.41,-9.39,7.164814984849876,13.325000000000001,B,D,C,B+,0.0
한진칼,운수창고업,2020,3488569253000.0,109.62,47.71,-66.03,-4.482693878040589,1.65,B+,B,B,A,0.0
한창,유통업,2020,117760361000.0,212.78,31.97,-48.11,-2.3745153846153846,3.13,C,D,B,C,0.0
한창제지,종이목재,2020,181081554000.0,91.2,52.3,-5.47,0.12103608626179452,6.055,B,B,C,B,1193350000.0
한화,화학,2020,191178338000000.0,932.99,9.68,1.02,0.8605665152376727,5.015,A,B+,A,A,65442577000.0
한화손해보험,보험,2020,19518332852000.0,1043.66,8.74,-2.0,0.1945447871216133,0.78,B+,B,A,B,0.0
한화솔루션,화학,2020,15137319822000.0,153.65,39.42,-3.24,0.18707055897023026,1.845,B+,A,A,B,0.0
한화시스템,전기전자,2020,2695070123000.0,160.98,38.32,6.27,0.1071111388911358,3.715,-,-,-,-,25328024000.0
한화에어로스페이스,운수장비,2020,9464815678000.0,216.58,31.59,1.09,0.4101701488312852,14.12,A,A,A,A,30365737000.0
한화투자증권,증권,2020,11859021179000.0,847.07,10.56,75.19,0.02673662373182045,1.915,B+,B,A,B+,0.0
해성디에스,전기전자,2020,383211976000.0,65.29,60.5,20.28,0.09673959445967921,4.005,A,A,A,A,7650000000.0
해태제과식품,음식료품,2020,621172370000.0,135.55,42.45,-18.27,0.07008540949269827,2.5250000000000004,B,D,B+,B,5303532000.0
핸즈코퍼레이션,운수장비,2020,844136127000.0,168.2,37.29,-7.28,-0.010709948001746752,0.43,B,B,B,B+,240295000.0
현대건설,건설업,2020,17939274000000.0,104.64,48.87,-1.78,0.18559013179346645,10.85,A,A+,A,A,66877000000.0
현대글로비스,운수창고업,2020,10898704437000.0,115.12,46.49,-9.58,0.07566893788500319,3.54,A,A,A+,A,131250000000.0
현대로템,운수장비,2020,4197373871000.0,211.81,32.07,13.25,0.021073037214043026,10.725,B+,B,A,B+,0.0
현대리바트,기타제조업,2020,803314893000.0,66.99,59.88,11.88,0.0773628451008323,2.795,A,B,A,A,4022840000.0
현대모비스,운수장비,2020,48497676000000.0,45.52,68.72,-3.74,0.10789774703268203,5.680000000000001,A,B+,A+,A,370104000000.0
현대미포조선,운수장비,2020,3599025550000.0,52.02,65.78,-6.75,0.09206288844752607,0.46,A,A,A+,A,0.0
현대백화점,유통업,2020,8707032548000.0,73.02,57.8,3.37,0.20831731968583117,6.32,A,B+,A,A,22089186000.0
현대비앤지스틸,철강금속,2020,648496423000.0,51.35,66.07,-7.23,0.07740141415716027,1.8150000000000002,B+,B+,A,B+,1524359000.0
현대오토에버,서비스업,2020,1077027007000.0,91.51,52.22,-0.59,0.09668978915289844,7.484999999999999,-,-,-,-,15750000000.0
현대위아,운수장비,2020,7719906000000.0,118.95,45.67,-9.88,0.03386422156583801,19.065,A,A,A+,A,18593000000.0
현대제철,철강금속,2020,34845040108000.0,108.74,47.91,-12.13,0.12900616622774358,0.18,B+,B+,B,B+,65772870000.0
현대차증권,증권,2020,9167904000000.0,760.2,11.63,17.29,-1.8630191872154631,1.4249999999999998,A,B,A+,A,23739349000.0
현대코퍼레이션홀딩스,유통업,2020,216918776000.0,22.59,81.57,-17.58,0.007487320385038674,1.8450000000000002,C,D,C,B,4198418000.0
현대홈쇼핑,유통업,2020,2693110904000.0,50.05,66.64,3.87,0.21344405570558253,4.315,A,A,A,A,25185050000.0
혜인,유통업,2020,207882894000.0,111.73,47.23,-16.61,0.08819000096533527,3.43,C,B,C,C,1289799000.0
호전실업,섬유의복,2020,272119291000.0,153.84,39.4,-5.57,0.030548533394111944,0.635,C,D,C,B+,1628901000.0
호텔신라,유통업,2020,2893842459000.0,363.79,21.56,-44.24,-0.018358017611425147,3.56,A,A,A,A,7607742000.0
화성산업,건설업,2020,580483864000.0,47.16,67.95,0.0,0.23971686952456597,1.33,B,C,B,B+,7871605000.0
화승엔터프라이즈,기타제조업,2020,1154956254000.0,114.89,46.54,-7.14,19.654161478106808,540.925,B+,B+,B,A,2724150000.0
화신,운수장비,2020,822660475000.0,221.78,31.08,-6.77,0.05590937936930976,0.215,C,D,B+,B,1646241000.0
화인베스틸,철강금속,2020,177774671000.0,132.94,42.93,-26.82,0.07525575030158038,0.635,B,B,C,B,0.0
화천기계,기계,2020,146537093000.0,21.91,82.03,-14.31,0.010400979460565748,0.39,C,B,B,C,0.0
화천기공,기계,2020,378376165000.0,27.76,78.27,-21.66,0.09938600843278356,7.97,C,D,C,B,1650000000.0
환인제약,의약품,2020,329559588000.0,11.11,90.0,7.87,0.1328143433317574,4.51,B,D,B+,B+,4580121000.0
황금에스티,철강금속,2020,452295228000.0,49.73,66.79,-1.7,-0.11954521188702748,2.55,D,D,C,C,1399814000.0
효성,기타금융,2020,4429749880000.0,76.18,56.76,-17.52,0.9414642611788515,0.425,B+,A,A+,B,99547000000.0
효성중공업,전기전자,2020,3703454378000.0,282.49,26.14,-21.09,0.1543348282568085,0.385,A,A,A+,A,0.0
효성첨단소재,화학,2020,2376593775000.0,523.6,16.04,-21.58,0.4323503475268984,2.99,A+,A+,A+,A,0.0
효성티앤씨,화학,2020,2824127678000.0,294.79,25.33,-13.73,0.17969073197424346,3.63,A+,A+,A+,A,21578000000.0
효성화학,화학,2020,2417365034000.0,500.81,16.64,0.26,0.10244310767242229,2.5,A+,A+,A+,A,0.0
후성,화학,2020,536123529000.0,122.29,44.99,5.08,0.1711462316641376,21.905,C,B,C,C,0.0
휠라홀딩스,유통업,2020,3758441249000.0,102.36,49.42,-9.32,1183.5215585106382,4.16,B+,B,B+,B+,11095066000.0
휴비스,화학,2020,872859156000.0,83.46,54.51,-10.59,0.12181331719062305,1.065,B+,B+,B+,B+,9873096000.0
휴스틸,철강금속,2020,604130122000.0,45.76,68.61,-31.91,0.061642767867287805,0.095,C,B,B,C,1332550000.0
흥아해운,운수창고업,2020,286775958000.0,0.0,0.0,-12.95,-0.046319548300275,0.0,D,D,C,D,0.0
