기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
하이트진로,음식료품,2012,28.889103110433528,-0.031269149781519893,-0.6133896642253104,0.042672757697277304,0.032544333873226326,0.05819703177814165,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
하이트진로홀딩스,서비스업,2012,29.122485675572108,0.16819118372416328,-1.0639183601214317,-0.031722759012600035,-0.2304919321537289,-0.7882146455348475,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
한국가스공사,전기가스업,2012,31.33532397871908,0.5605326479936827,-1.5195719946471882,0.004882176483746715,-0.1621440285566537,-0.6050359989521857,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,중배당기업
한국공항,운수창고업,2012,26.645244163212087,-0.27000380805150975,0.5331988782776418,-0.019055860464458726,-0.03908234275664952,-0.7313661000436766,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국내화,비금속광물,2012,25.944067384297426,-0.15752957491894592,-0.1432930208342177,-0.017434977711852966,0.1580782529834787,-0.40922434226037474,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국쉘석유,화학,2012,25.48262102502989,-0.31756491489524186,0.9534438459077369,-0.03825131454392879,0.39507893259904375,2.0573708815509852,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
한국전자홀딩스,서비스업,2012,26.21871895293589,-0.19416719629434462,0.04120476983265318,-0.06320990729933045,0.06382138107780104,-0.8229554233350075,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
한국주강,기계,2012,25.05489981101404,-0.39046348573333806,1.8880462905485011,-0.021337102857014983,0.017283669048035338,-0.5197631807154294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한국철강,철강금속,2012,27.56574673477906,-0.3128188487952074,0.9063875912174489,-0.03448426296148392,-0.04903785370230839,-0.7724233828984113,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
한국카본,기계,2012,26.3949670745623,-0.3328829060117554,1.115578268008926,0.007148410702667729,-0.5705209480628821,-0.2513117158960111,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
한국화장품,유통업,2012,25.45557366528097,0.05285424405507064,-0.834227928811413,-0.02289795291507979,-1.109850260079373,-0.5987194938976111,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한국화장품제조,화학,2012,24.3540712964395,-0.31575688971427635,0.9357395124599054,0.0006948960395151641,-0.4698915290557913,-0.3902748270966512,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한농화성,화학,2012,25.582198629757045,-0.2208606791744329,0.19495292872171205,-0.026094693899385592,0.019423489280876054,-0.5639787160974512,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한미반도체,기계,2012,26.165648797946698,-0.3414459141604949,1.2124861984602116,-0.03161770179715336,0.8038356297311561,-0.41238259478766204,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
한미사이언스,서비스업,2012,26.908227352254432,-0.3489040180319777,1.3014737692111522,-0.00502321811551071,-0.26058881594785244,-0.0018097662403165164,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한미약품,의약품,2012,27.451405653556083,-0.14575229978182325,-0.19687192468949574,-0.012752427537658548,0.23884020607384449,0.895133951509269,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한샘,유통업,2012,26.654895529976802,-0.21802308409875087,0.17771449878566617,-0.013908056907571914,-0.0804665560100259,0.5414096684530944,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한섬,섬유의복,2012,27.496075228520656,-0.36942008154376704,1.5698341919993275,-0.03322357637612389,0.43530913087195844,-0.28289424116888384,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
한성기업,음식료품,2012,25.910795420160202,0.02435273599401684,-0.7657401125790141,-0.02954657383549045,-0.21821639042806265,-0.34290103918734205,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한세실업,섬유의복,2012,27.09609409447854,-0.030766920564585055,-0.6152532782724505,-0.00928553942791845,-0.042425133202854924,0.3519145168158581,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한세예스24홀딩스,서비스업,2012,27.379236395506197,-0.0697147963378841,-0.49178884764941827,-0.016234323821033885,-0.05607030174779799,0.22558441572436705,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한솔케미칼,화학,2012,26.60569792951742,-0.16235097540152066,-0.12046374875675124,-0.01851556621359014,0.24327331175254915,-0.011284523822178413,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
한솔테크닉스,전기전자,2012,26.76384455763187,0.06433018166203237,-0.8603185254713747,-0.09300113196527893,-0.2693729132629664,-0.03655054404047662,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한솔홈데코,종이목재,2012,26.309783081861603,-0.057636183670600506,-0.5318565496629306,-0.015018661756579564,0.06972308684638015,-0.5829282312611748,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한신공영,건설업,2012,28.038304093377217,0.4776648271994294,-1.4496864678794341,-0.015528939660177673,0.1823085203225571,-0.838746685971444,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,저배당기업
한양증권,증권,2012,27.01665834094277,-0.15268306297552442,-0.16565638939989916,-0.002937081980212555,-0.21300151843341436,-0.7692651303711239,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
한올바이오파마,의약품,2012,25.54575954267396,-0.261666803050391,0.4698360006748781,-0.04952245294399292,-0.07757073123211065,2.7206039122813124,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한익스프레스,운수창고업,2012,25.07979635286779,0.23486211227226708,-1.1696784572966328,-0.02954657383549045,-0.3698887843939795,-0.2228874431504257,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한일철강,철강금속,2012,26.458126143999465,-0.18073256474133684,-0.02961256395867112,-0.04616062204969949,0.27989739298985794,-0.8450631910260183,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
한진,운수창고업,2012,28.250872076005987,-0.05005252249488396,-0.5560835322757518,-0.02450382749405031,-0.08973175293139236,-0.7850563930075604,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
한진중공업홀딩스,서비스업,2012,28.47055563368809,-0.206070028735701,0.10736306850612713,-0.01770512483728726,-0.177607322978659,-0.8450631910260183,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
한창,유통업,2012,24.275155897866135,-0.24933707577463995,0.380848429923938,-0.02954657383549045,-0.779104008459068,-0.3934330796239384,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한창제지,종이목재,2012,25.753254193247315,0.12987109447203274,-0.9949646403772476,-0.02891623054281043,-0.07172562620506402,-0.4155408473149493,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한화,화학,2012,30.395161246425936,0.08489646809551524,-0.9050452626027374,-0.03795115107122402,2.630705642338052,-0.36185055435106567,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
한화손해보험,보험,2012,29.486734898803206,3.401768885498469,-2.1914048586411976,-0.0011361011439839338,-0.29887927684320015,-0.2228874431504257,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한화투자증권,증권,2012,29.484135141447215,1.027806711429885,-1.7856028998764388,-0.046040556660617585,-0.03821773617388595,-0.6303020191704839,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
현대건설,건설업,2012,30.176303650718193,0.014684823568020632,-0.7410472264544076,-0.011866945293179476,-0.20792906166672942,0.13715334496032347,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,중배당기업
현대글로비스,운수창고업,2012,29.079774391286147,-0.10125479116139388,-0.3790401977974416,0.0050472663937343384,-0.07487827647579728,1.9184077703503455,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
현대모비스,운수장비,2012,31.03378380519063,-0.21553704947492325,0.16280558640854528,-0.0038976050928678212,0.1919536072447994,0.3771805370341563,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,중배당기업
현대미포조선,운수장비,2012,29.675201878765638,-0.08674036679197616,-0.43261910165271966,-0.03631526014498303,-0.6369900045555313,-0.45975638269697117,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
현대백화점,유통업,2012,29.317434096992983,-0.23936782581848282,0.31329242071510893,-0.021111980252486402,1.164940059457705,-0.049183554149625726,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
현대비앤지스틸,철강금속,2012,27.158633091069596,-0.06926279004264271,-0.4931865581847731,-0.02954657383549045,0.09305398601257224,-0.5071301706062802,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
현대위아,운수장비,2012,29.151297503715938,-0.04814405147053148,-0.5621402779289573,-0.014793539152050986,0.19434982800614709,0.6266824866898508,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
현대제철,철강금속,2012,30.76439947357267,-0.0721003851183247,-0.4838684879490727,-0.040487532415579335,0.5242966731170522,-0.4565981301696838,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,중배당기업
현대홈쇼핑,유통업,2012,27.898265148017018,-0.3217836403174948,0.996772872503744,-0.01920594220081111,0.5058171461400621,-0.03023403898590207,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
혜인,유통업,2012,26.24451795301108,-0.05896709109547791,-0.5271975145450802,-0.02683009440751228,-1.1088847821703107,-0.6460932818069203,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
호텔신라,유통업,2012,28.067734401069746,-0.09444958527192639,-0.40466489094561797,0.005602568818238164,0.09591000814449437,0.9203999717275672,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
화성산업,건설업,2012,26.707664501901398,-0.20438756085896917,0.09804499827042645,-0.048651978873149086,0.5571759250333781,-0.8450631910260183,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
화신,운수장비,2012,27.472723825114045,-0.07340618108235539,-0.4792094528312224,-0.01587412765378816,-0.0539627196409249,-0.24183695831414934,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
화천기계,기계,2012,25.88995756519459,-0.27615611595896195,0.5816528435032849,-0.04833680722680908,0.12188195867912346,-0.6524097868614948,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
화천기공,기계,2012,26.449700769695593,-0.3119399476655713,0.8980013280053181,-0.03649535822860588,0.1697050024466783,-0.6555680393887822,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
환인제약,의약품,2012,25.92412602954677,-0.3780333126142001,1.6942304296459298,-0.03340367445974675,0.7404677798227404,-0.35553404929649113,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
황금에스티,철강금속,2012,26.2122177778781,-0.28605003153257885,0.6631859580656647,-0.05570582048171119,0.19578098620555287,-0.7439991101528257,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
효성,화학,2012,30.253052865763554,0.4883623095201421,-1.4590045381151349,-0.012752427537658548,-0.04102416446416331,-0.5576622110428766,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
후성,화학,2012,26.49704863987895,-0.15466686838241717,-0.1563383191641985,-0.041763227174574605,1.2166683317769627,1.3751883356569343,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
휴스틸,철강금속,2012,27.04407035356254,-0.2993088828596594,0.7791959325001363,-0.02420366402134554,-0.11550454849457363,-0.7155748374072403,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
흥아해운,운수창고업,2012,27.002858643824805,0.41641797419422216,-1.3909826253945208,-0.020301538876183522,-0.04829897408657671,-0.6208272615886221,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
CS홀딩스,서비스업,2013,26.178285385469884,-0.3701232024474759,1.5796181657468136,0.032557248667126545,0.475663872129496,-0.8040059081712839,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
KISCO홀딩스,서비스업,2013,27.95123996031768,-0.3537756414362459,1.3615753222314204,0.1553541253506481,0.09259028989069258,-0.8040059081712839,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
LG이노텍,전기전자,2013,29.15299753168435,0.21522494989011373,-1.139860632542391,-0.004257801260113543,0.12322311054212187,0.07083004188729075,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
MH에탄올,음식료품,2013,25.588474014495308,0.051448002247652995,-0.8309666042289179,-0.023438247165948372,0.22175352744119428,-0.6745175545525056,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
OCI,화학,2013,29.619209202670014,-0.09814097001639767,-0.3906877855920673,-0.04180825169548032,-0.1718511063335028,-0.1249816148045202,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
SH에너지화학,화학,2013,25.428181361954564,-0.259708109104345,0.45539299180954246,-0.00017557803132866752,-0.09329484662392269,0.09925431463287603,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
SIMPAC,기계,2013,26.61487107011197,-0.22307048772894628,0.20846413056347782,-0.04260368489814796,0.06719842608797426,-0.3934330796239384,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
SK이노베이션,서비스업,2013,31.194588710257346,-0.13447725386163542,-0.24625769693870875,-0.04317399549628703,-0.11749984396000107,-0.20709618051398937,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
STX,유통업,2013,27.925569560797605,-0.4072379415789627,-2.4793332289243444,-0.1199558118141673,0.04175795056182325,-0.8450631910260183,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
STX엔진,기계,2013,27.84009896665211,-0.4072379415789627,-2.4793332289243444,-0.09241581319350461,-0.2564618797942755,-0.8450631910260183,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
STX중공업,기계,2013,28.149440307046177,2.8575784174886922,-2.146678121509835,0.0021807052294037805,-2.2975540523464706,0.45297859768905063,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
가온전선,전기전자,2013,27.014444755934143,-0.15614844457237503,-0.1498156699992081,-0.045740393187912814,-0.11583019291909974,-0.7850563930075602,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
강원랜드,서비스업,2013,28.763080058755484,-0.34895424095367117,1.3019396727229369,-0.022012470670600717,1.2997998858115278,0.7845951130542145,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
경농,화학,2013,26.26838361167702,-0.26437884082183927,0.49033575519341954,0.03552886704690377,0.24209586900319846,-0.6808340596070803,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
경동나비엔,전기전자,2013,26.594763341126928,-0.18264103576568935,-0.019828590211185507,-0.015618988701989106,0.027636386889012526,-0.17235540271382926,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
경방,섬유의복,2013,27.891066649600983,-0.14660608945061251,-0.1931446965952156,-0.023438247165948372,0.4991782053849605,-0.7345243525709639,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
경인양행,화학,2013,26.481993450548263,-0.23889070806239465,0.31003109613261376,-0.0005657905458448714,-0.1986670391089189,-0.4502816251151094,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
경인전자,전기전자,2013,24.912928609243625,-0.37255901414961,1.6145609291306906,-0.02144216007246165,-0.008566992117751497,-0.7029418272980912,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
계양전기,기계,2013,25.9206908905345,-0.3540016445838666,1.364836646813916,-0.021382127377920696,0.004810381715195552,-0.5766117262066003,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
고려산업,음식료품,2013,25.72302557263179,-0.09836697316401836,-0.390221882080282,-0.020691751390699724,-0.11033375000206944,0.05819703177814165,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
고려아연,철강금속,2013,29.264363961644378,-0.3615099713770429,1.4617445772652016,-0.0481116846222805,0.518403628682144,-0.027075786458614724,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,고배당기업
고려제강,철강금속,2013,28.23203263840394,-0.2979528639739352,0.7670824411937259,-0.03464935287147155,0.16495601730969228,-0.6682010494979312,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
광동제약,의약품,2013,26.776942390015588,-0.2907960976326133,0.7037195635909617,0.031701782769917954,0.1393288724591407,-0.1407728774409565,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
광명전기,전기전자,2013,25.518318622862086,-0.2236480513284214,0.2121913586577583,-0.02873613245918757,-0.08891999664825934,0.2413756783608035,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
광전자,전기전자,2013,26.319349148624866,-0.33474115411441435,1.136078022527467,-0.03467936921874202,0.17608828649061364,-0.5987194938976111,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
광주신세계,유통업,2013,27.20996886909398,-0.25506248884769744,0.4218479389610206,-0.03460432835056584,1.1330401834755064,-0.3397427866600548,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
교보증권,증권,2013,29.28043966481645,1.5706662720147846,-1.9542599711426187,-0.12154667821950257,-0.7466790498124933,-0.7945311505894221,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
국도화학,화학,2013,27.104137257769377,-0.24961330184395408,0.3827120439710781,-0.016954716155525334,-0.047121959095062116,-0.4755476453334075,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
국동,유통업,2013,25.014281411095407,0.5317046909416214,-1.496276819057937,-0.01902584411718825,-0.29742561073017776,0.051880526723567105,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
국보,운수창고업,2013,25.311446372705948,0.17100366733899855,-1.0685773952392819,-0.03601509667227825,-0.08907273997328047,-0.6018777464248984,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
국제약품,의약품,2013,25.489115571808462,-0.1527835088189114,-0.1651904858881139,-0.037020644305839234,-0.4039748396154122,-0.5387126958791529,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
극동유화,화학,2013,25.999200698674247,-0.2257323025787011,0.22477075347595382,-0.04177823534820985,-0.02654894456503629,-0.5323961908245785,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
금강공업,철강금속,2013,27.238651886247446,0.0007730742589247144,-0.7042408490233905,0.08525094630044898,0.2644209772442179,-0.7282078475163893,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
금양,화학,2013,25.71448128727552,0.15259696653833557,-1.036430052926115,0.01123063393145261,-0.7448750627825811,-0.35237579676920394,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
금호전기,전기전자,2013,27.00117632781381,0.061040580291108974,-0.8528640692828144,-0.02681508623387704,-0.4826209096190396,-0.3144767664417566,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
금호타이어,화학,2013,29.18577738230545,0.38605821803050944,-1.359301186593139,-0.043264044538098456,0.4051778674391042,-0.10287384711350935,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
깨끗한나라,종이목재,2013,26.82586311761256,-0.02898400684446625,-0.6203782169020857,-0.0262147592884675,-0.03410458888746774,-0.3871165745693639,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
남선알미늄,철강금속,2013,26.1937570922572,0.18396118113591817,-1.0904748602931782,-0.007739697543488883,-0.0011327585401306173,-0.44396512006053485,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
남성,유통업,2013,26.02197673605035,-0.01575026697823243,-0.6585823048684579,-0.01839550082450823,0.8734225872139932,-0.7629486253165494,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
남양유업,음식료품,2013,27.606206321924333,-0.3619619776722843,1.468267226430192,-0.04440466573437659,-0.43760206664112505,-0.3239515240236184,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
남해화학,화학,2013,26.945945202877617,-0.30109179657977814,0.7955025554126126,-0.03744087316762591,0.041758002603425264,-0.34290103918734205,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,저배당기업
