기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
티웨이홀딩스,비금속광물,2015,25.71168963875945,0.19054038387776495,-1.1011906410642338,0.003921653371091449,0.33227088149776257,2.711129154699451,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
파미셀,의약품,2015,25.34923160806523,-0.3776566407014989,1.6886395875045093,0.007838786689888702,-0.6845242494702045,2.7679777001906216,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
팜스코,음식료품,2015,27.377605539352214,0.07497744106105161,-0.884079604572411,-0.024038574111357916,0.013605890423734989,0.317173739015698,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
퍼스텍,기계,2015,26.039491763667645,0.040599851161859844,-0.8053419110807415,0.0004997897822570648,-0.5472922166821227,1.5394174670758725,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
퍼시스,기타제조업,2015,26.71846223702094,-0.3730612433665449,1.6215494818074656,-0.013367762656703327,0.5099333423950215,-0.28289424116888384,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
페이퍼코리아,종이목재,2015,27.041692582557936,0.5259290549468704,-1.4916177839400868,-0.032443151347091484,-0.409931492881296,-0.2923689987507456,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
평화산업,운수장비,2015,25.824842131383456,0.03371931088985212,-0.7890352881682655,0.021136028530710036,-0.09474402045046137,-0.30816026138718206,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
평화홀딩스,서비스업,2015,26.842952533180465,0.06498307964404774,-0.8617162360067299,-0.026094693899385592,-0.01228932877672116,-0.7187330899345274,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
풀무원,서비스업,2015,27.60667819771297,0.0835153377489444,-0.9022498415320271,-0.014493375679346217,0.06239672229962181,0.5256184058166581,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,중배당기업
풍산,철강금속,2015,28.58943983803518,-0.059268428625638844,-0.52626570752151,-0.03858149436390404,0.36827511390634177,-0.5829282312611748,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
풍산홀딩스,서비스업,2015,27.272244834296835,-0.3594006086659164,1.4342562700698847,-0.03010187625999428,-0.09165329975497322,-0.4913389079698439,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
하나금융지주,기타금융,2015,30.596187939240867,-0.3284884003635753,1.067590206295068,0.021781379997025292,0.1432055919320278,-0.6303020191704839,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,중배당기업
하나투어,서비스업,2015,26.94654439803484,-0.07549043233263505,-0.47222090015444707,-0.0007458886294677298,0.152696645371139,4.688195236781285,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
하이스틸,철강금속,2015,26.148995964159994,-0.19107848661019516,0.02443224340839222,-0.07514140533934507,0.2783789312754668,-0.7534738677346875,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
하이트진로,음식료품,2015,28.87242911897902,-0.0023156354252247035,-0.69585458581126,-0.02672503719206561,0.5578961617801977,-0.06497481678606203,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
하이트진로홀딩스,서비스업,2015,29.034366034843526,0.26092780863118675,-1.20648483472765,-0.026574955455713225,0.49683250733811524,-0.7597903727892622,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
한국가스공사,전기가스업,2015,31.377823656183534,0.3999699673396052,-1.3737441954584748,-0.07476620099846411,0.8015055017531069,-0.7061000798253784,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,저배당기업
한국공항,운수창고업,2015,26.666988656957685,-0.30176980602264025,0.8015593010658177,-0.02954657383549045,0.13996681957655918,-0.7029418272980912,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국내화,비금속광물,2015,26.02774308242498,-0.16024161269039422,-0.13071362601602213,-0.02681508623387704,0.08669100499872781,-0.43449036247867295,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국쉘석유,화학,2015,25.563845629661646,-0.33027131408369403,1.0866922502782546,-0.03889666601024405,0.6048881862380578,4.340787458779684,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
한국전자홀딩스,서비스업,2015,26.10420473084466,-0.202152640843609,0.08499969994044564,-0.061483967331278026,-0.16095234171469017,-0.7882146455348475,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한국종합기술,서비스업,2015,26.142238080353366,-0.19158071582713004,0.02722766447910216,-0.01162681451501566,-0.2068212381360692,-0.6334602716977711,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국주강,기계,2015,24.977996711253454,-0.39084015764603924,1.8941030362017068,-0.038311347238469746,0.597298011632115,-0.6618845444433565,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한국철강,철강금속,2015,27.521850686200885,-0.3494313587097593,1.3079964183761426,-0.04212342334182033,0.5268106347102552,-0.608194251479473,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
한국카본,기계,2015,26.57383509005384,-0.3488537951102842,1.3005419621875818,-0.02208751153877691,-0.17955652011082726,-0.3492175442419166,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국콜마,화학,2015,26.56476838237026,-0.2665886493763527,0.5071082816176802,-0.005278357067309762,0.23085153493269328,4.688195236781285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국콜마홀딩스,서비스업,2015,26.936904976079138,-0.18999869379378517,0.01884140126697168,0.02245674781061102,0.21308610414478144,3.7817767614498368,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
한국화장품,유통업,2015,25.01233662943689,-0.2170437371257279,0.17165775313246068,0.013932105185795539,-1.0616081743420984,1.8520844672773131,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한국화장품제조,화학,2015,24.639293473126347,-0.2954417178892609,0.7447190726280445,0.012866524857693608,0.5523579620833826,1.9752563158415164,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
