기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당률
더존비즈온,서비스업,2022,832892726000.0,89.94,52.65,-4.53,0.2365436159225289,4.345,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
덕성,화학,2022,125172359000.0,50.07,66.64,15.73,0.0719248893111715,2.28,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
덕양산업,운수장비,2022,520217537000.0,488.19,17.0,14.37,-0.0096011991090341,1.365,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
덴티움,의료정밀,2022,674583965000.0,80.77,55.32,22.07,0.180193107812569,2.77,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
도화엔지니어링,서비스업,2022,522590276000.0,95.49,51.15,-3.74,0.0335133325560612,1.27,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
동국제강,철강금속,2022,6451247797000.0,96.29,50.95,17.55,0.0728676588007806,0.52,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
동남합성,화학,2022,92085226000.0,84.07,54.33,20.65,0.0666575777645723,4.285,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,일반배당기업
동방,운수창고업,2022,567964926000.0,335.96,22.94,27.28,0.0570847278920056,1.365,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
동방아그로,화학,2022,216528029000.0,43.56,69.66,9.44,0.0439623619903945,0.69,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
동부건설,건설업,2022,1581700494000.0,171.03,36.9,27.63,-0.0536285697955009,0.455,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
동서,유통업,2022,1627852719000.0,5.33,94.94,3.95,0.148590423673609,1.735,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,고배당기업
동성제약,의약품,2022,107702061000.0,151.59,39.75,10.57,-0.0416018546163889,4.94,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
동성케미컬,서비스업,2022,899511754000.0,83.95,54.36,23.13,0.0384776336797583,0.6950000000000001,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
동아쏘시오홀딩스,기타금융,2022,1731452067000.0,73.38,57.68,15.07,0.0413823767205582,1.09,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
동아에스티,의약품,2022,1157724934000.0,67.76,59.61,7.11,0.0543660399690186,0.835,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
동아지질,건설업,2022,372281355000.0,67.97,59.54,-8.01,0.1181843640058136,1.095,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,고배당기업
동양,비금속광물,2022,983550241000.0,25.53,79.66,9.74,-0.0192645807772441,0.42,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
동양고속,운수창고업,2022,165498374000.0,119.95,45.46,28.65,-0.046115459386455,0.65,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
동양철관,철강금속,2022,182494061000.0,107.48,48.2,46.23,0.0819251848353107,1.715,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
동양피스톤,운수장비,2022,374266035000.0,200.55,33.27,12.21,0.028984345044986,0.745,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
동원산업,"농업, 임업 및 어업",2022,7061179537000.0,142.78,41.19,222.11,0.0142506265353837,0.24,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
동원수산,"농업, 임업 및 어업",2022,121789602000.0,94.64,51.38,22.42,-0.0170778287008781,0.95,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
동원시스템즈,화학,2022,1451669982000.0,98.96,50.26,14.88,0.0795332669340503,2.44,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
동일고무벨트,화학,2022,381228402000.0,74.87,57.18,40.69,-0.0441735032937852,0.505,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
동일산업,철강금속,2022,499402713000.0,19.68,83.56,7.24,0.0453880245460643,1.035,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,고배당기업
동일제강,철강금속,2022,179708719000.0,13.97,87.74,7.97,-0.0323226015928278,0.475,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
동화약품,의약품,2022,461136459000.0,21.78,82.12,16.18,0.0800208939187009,0.93,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
두산,서비스업,2022,26315352623000.0,155.54,39.13,28.72,-0.0059759183104774,0.665,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
두산밥캣,기계,2022,9248386178000.0,84.07,54.33,48.24,0.0192280326522919,1.235,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
두산퓨얼셀,전기전자,2022,1026929716000.0,96.33,50.93,-18.16,-0.8254428920117216,5.77,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,무배당기업
두올,운수장비,2022,462171290000.0,133.22,42.88,14.2,0.0371833609902407,0.655,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
드림텍,전기전자,2022,825357093000.0,64.53,60.78,11.13,0.0326341424598205,2.975,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,고배당기업
디씨엠,철강금속,2022,306956323000.0,15.67,86.45,-4.08,0.1310342737445862,1.05,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
디아이,의료정밀,2022,274585823000.0,68.07,59.5,1.96,0.0322241266017965,1.84,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
디아이씨,운수장비,2022,648233574000.0,351.57,22.15,17.92,0.0953840029670656,2.59,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
디와이,기타금융,2022,861083033000.0,70.72,58.58,9.66,0.0036301741547108,1.14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
디와이파워,기계,2022,327522399000.0,36.26,73.39,-4.15,0.0640377663712225,0.6950000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,고배당기업
락앤락,화학,2022,708510198000.0,17.68,84.98,-4.02,0.1517140192347505,0.96,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,고배당기업
롯데관광개발,서비스업,2022,1802776594000.0,678.1,12.85,71.54,-0.3241077930981622,3.62,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
롯데손해보험,보험,2022,17925838059000.0,3895.59,2.5,1.93,0.05345779523044,1.335,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
롯데쇼핑,유통업,2022,31703575873000.0,187.3,34.81,-0.63,0.0919419239872587,0.29,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
롯데정밀화학,화학,2022,2709845871000.0,18.12,84.66,38.39,0.2598669236564889,0.935,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
롯데정보통신,서비스업,2022,871931522000.0,92.08,52.06,12.66,0.0285698259390942,1.215,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
롯데지주,기타금융,2022,22175416666000.0,127.06,44.04,42.19,0.0138692384043147,0.745,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
롯데케미칼,화학,2022,26784587811000.0,55.14,64.46,22.93,-0.0148655570868662,0.585,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
롯데하이마트,유통업,2022,2464219074000.0,90.24,52.56,-13.77,0.0169373770794625,0.345,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
마니커,음식료품,2022,174626137000.0,256.55,28.05,26.84,-0.0124044926215721,2.46,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
메리츠금융지주,기타금융,2022,2683516183000.0,66.05,60.22,-38.28,-0.0005608760597789,3.19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
메타랩스,섬유의복,2022,90016754000.0,14.11,87.64,-42.34,-0.0352750570831723,2.45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
명문제약,의약품,2022,230449823000.0,141.9,41.34,10.43,0.0324127512561364,1.355,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
명신산업,운수장비,2022,929267254000.0,142.12,41.3,36.79,0.0160562375771542,6.26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
모나리자,종이목재,2022,97794376000.0,26.0,79.37,13.6,0.0543184238774564,1.93,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
모나미,유통업,2022,218432624000.0,104.89,48.81,13.08,-0.0712300981841972,1.045,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
모토닉,운수장비,2022,464094161000.0,7.76,92.8,14.17,0.0902197971195533,0.705,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
무림페이퍼,종이목재,2022,2429133746000.0,252.35,28.38,32.59,-0.0137370042091742,0.47,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
무학,음식료품,2022,605739795000.0,26.05,79.33,20.41,0.1838720371188199,0.51,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
문배철강,철강금속,2022,206906858000.0,23.24,81.14,-6.18,0.0582318056280765,0.575,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
미래산업,의료정밀,2022,134409510000.0,43.96,69.46,16.21,-0.0104480375840027,0.8999999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
미래아이앤지,서비스업,2022,97492843000.0,40.42,71.22,0.0,0.4555775995978909,0.7999999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
미래에셋증권,증권,2022,77528737937000.0,752.38,11.73,41.9,0.1827008124496564,0.66,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
미원상사,화학,2022,415619325000.0,21.58,82.25,21.79,0.1615590051616292,2.83,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
미원홀딩스,기타금융,2022,485886407000.0,89.57,52.75,18.49,0.0084290615958266,1.5550000000000002,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
미원화학,화학,2022,147864036000.0,11.42,89.75,19.09,0.1213908279293676,1.225,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,고배당기업
백광산업,화학,2022,403243058000.0,92.64,51.91,21.77,0.1922356375179344,1.04,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
백산,화학,2022,338873472000.0,88.1,53.16,28.25,0.0843565968754875,1.5699999999999998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
범양건영,건설업,2022,220628590000.0,188.04,34.72,7.01,-0.1219972366118013,1.87,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
벽산,비금속광물,2022,601820034000.0,99.09,50.23,10.28,0.064271630332775,0.97,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
보락,화학,2022,60912252000.0,25.89,79.43,21.81,0.0526162680503794,2.295,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
보해양조,음식료품,2022,147392501000.0,78.75,55.94,8.49,0.0346013887199301,1.36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
부광약품,의약품,2022,400929189000.0,47.48,67.8,4.61,0.1368646844537982,2.405,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
부국증권,증권,2022,1427244316000.0,114.29,46.67,33.91,0.1629326174405871,0.495,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
부국철강,철강금속,2022,153622004000.0,21.91,82.02,7.15,0.0206538359882662,0.74,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
부산산업,비금속광물,2022,134678926000.0,64.11,60.93,19.21,-0.0050150709779214,2.76,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,일반배당기업
부산주공,운수장비,2022,232550566000.0,910.02,9.9,23.4,0.0864312037240287,2.94,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
비비안,섬유의복,2022,201061181000.0,108.18,48.04,13.41,-0.010433524970132,0.985,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
비상교육,서비스업,2022,309226088000.0,56.8,63.78,17.37,-0.0011572958743219,0.495,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
비케이탑스,서비스업,2022,97463452000.0,1190.27,7.75,28.69,-0.0639400302518575,5.75,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
빙그레,음식료품,2022,769266588000.0,33.61,74.85,10.48,-0.0229412938697824,0.815,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
사조대림,음식료품,2022,1168252667000.0,93.47,51.69,11.31,0.012456956720086,0.69,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
사조동아원,음식료품,2022,481673723000.0,108.54,47.95,53.24,-0.0913299312980665,1.13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,무배당기업
사조산업,"농업, 임업 및 어업",2022,1166611978000.0,81.37,55.14,11.96,-0.008929567572487,0.775,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
사조씨푸드,음식료품,2022,350700455000.0,46.64,68.19,15.18,-0.0798013953825791,0.495,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
사조오양,음식료품,2022,343207955000.0,66.65,60.01,12.24,-0.0438525348392151,0.4649999999999999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
삼부토건,건설업,2022,511831085000.0,180.94,35.59,29.72,-0.0668749177075593,1.905,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
삼성SDI,전기전자,2022,30257525171000.0,75.74,56.9,48.48,0.0615156211826713,3.53,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
삼성공조,운수장비,2022,308654791000.0,19.23,83.87,20.32,0.1635227125485378,0.51,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
삼성물산,유통업,2022,58981492467000.0,84.52,54.19,25.27,0.0079183222392495,0.925,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
삼성바이오로직스,의약품,2022,16582050258000.0,84.56,54.18,91.41,0.2769133957745399,7.76,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
삼성에스디에스,서비스업,2022,11952424889000.0,41.17,70.84,26.45,0.0311131184597549,1.855,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
삼성엔지니어링,서비스업,2022,7848723223000.0,204.56,32.83,34.3,0.0001509717496877,2.81,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,무배당기업
삼성전기,전기전자,2022,10997170899000.0,42.94,69.96,-2.59,0.046893436334155,2.18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
삼성전자,전기전자,2022,448424507000000.0,26.41,79.11,8.09,0.1481935858674626,2.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
삼성제약,의약품,2022,117914809000.0,14.94,87.0,-5.59,-0.0369322302411275,2.52,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
삼성중공업,운수장비,2022,14491697985000.0,305.71,24.65,-10.23,-0.2810361322125643,1.4300000000000002,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
삼성증권,증권,2022,47708236386000.0,697.84,12.53,35.77,0.4961098368266592,0.585,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
삼성출판사,서비스업,2022,211487638000.0,20.44,83.03,-8.1,0.3820519057354438,1.625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
삼성카드,기타금융,2022,29407344093000.0,275.02,26.67,6.21,-0.3139264033787852,0.495,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
삼아알미늄,철강금속,2022,288153290000.0,108.9,47.87,23.36,-0.0419724437625808,2.46,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,고배당기업
삼양사,음식료품,2022,2949649128000.0,92.66,51.9,11.24,0.0230661970747359,0.4449999999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
삼양식품,음식료품,2022,924929491000.0,103.39,49.17,41.59,0.0410627549537137,2.015,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
삼양통상,기타제조업,2022,457536776000.0,9.69,91.16,-7.81,0.0249612258520002,0.405,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,일반배당기업
삼양패키징,화학,2022,642561004000.0,77.96,56.19,0.0,0.0767922859070298,0.955,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
삼양홀딩스,기타금융,2022,4547780622000.0,80.22,55.49,6.74,0.0492457196618993,0.405,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
삼영무역,유통업,2022,624208063000.0,21.91,82.03,5.46,0.0349617789918836,0.72,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
삼원강재,운수장비,2022,293690103000.0,27.26,78.58,21.39,0.0170954970593781,0.505,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
삼익악기,기타제조업,2022,521558833000.0,100.1,49.98,10.25,0.0153269521953676,0.73,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
삼일씨엔에스,비금속광물,2022,411440527000.0,51.91,65.83,6.46,0.0053371523936805,0.445,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
삼일제약,의약품,2022,356700497000.0,183.5,35.27,33.84,0.0722403281353356,0.99,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
삼정펄프,종이목재,2022,232663819000.0,9.23,91.55,26.3,0.0127010433757337,0.355,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
삼진제약,의약품,2022,406556944000.0,47.38,67.85,0.0,0.0644778798817398,1.41,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,고배당기업
삼천리,전기가스업,2022,5021952466000.0,226.25,30.65,53.83,0.0498933431655407,0.765,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
삼호개발,건설업,2022,282392862000.0,29.03,77.5,-3.07,-0.037983593596134,0.54,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
삼화왕관,기계,2022,222783557000.0,86.1,53.73,3.0,0.0611859099673037,0.985,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
삼화전기,전기전자,2022,139115270000.0,56.22,64.01,-3.23,0.0644880334980403,2.67,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
상상인증권,증권,2022,600349827000.0,165.29,37.7,10.55,0.6210894467576829,0.51,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
상신브레이크,운수장비,2022,543596267000.0,175.11,36.35,23.17,-0.0078426068647874,0.37,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
새론오토모티브,운수장비,2022,256209762000.0,11.41,89.76,8.18,-0.0137452381616451,0.545,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
