기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당률
이화산업,유통업,2022,268488319000.0,14.85,87.07,1.49,0.0151450991252491,0.69,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
인디에프,섬유의복,2022,119745167000.0,215.58,31.69,-8.99,0.0260696087252528,2.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
인바이오젠,유통업,2022,141814848000.0,35.82,73.63,8.81,-1.0088920897906133,1.41,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
인스코비,통신업,2022,101183784000.0,60.48,62.31,6.99,-0.0659983404436002,4.6850000000000005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
인지컨트롤스,운수장비,2022,606910470000.0,194.3,33.98,17.57,0.0242433903952811,0.92,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
인천도시가스,전기가스업,2022,423143582000.0,111.57,47.27,44.48,0.0210264830081656,0.655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
인터지스,운수창고업,2022,433167238000.0,70.24,58.74,22.26,0.0196232227616083,0.435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
인팩,운수장비,2022,411164185000.0,198.67,33.48,16.61,0.0372959155128403,1.11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
일동제약,의약품,2022,655810214000.0,230.84,30.23,13.85,-0.0832771998014346,9.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,무배당기업
일동홀딩스,의약품,2022,862553167000.0,410.08,19.6,14.04,-0.0039275899450927,2.205,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
일성건설,건설업,2022,413301997000.0,243.03,29.15,11.15,-0.0533084131148137,2.005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
일성신약,의약품,2022,494420098000.0,10.96,90.12,45.52,-0.6362021345827878,0.685,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,고배당기업
일신방직,섬유의복,2022,1176745986000.0,30.11,76.86,-1.33,0.0150220374113076,0.445,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,고배당기업
일신석재,유통업,2022,116167864000.0,110.34,47.54,84.19,-0.0209989336097682,2.535,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
일양약품,의약품,2022,498185237000.0,70.7,58.58,3.36,0.0044317379878361,2.88,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
일정실업,섬유의복,2022,32238834000.0,640.93,13.5,-2.13,-0.1573365349351369,4.15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
일진전기,전기전자,2022,839513249000.0,143.41,41.08,24.92,0.043978178220052,0.68,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
일진홀딩스,기타금융,2022,1586114519000.0,74.7,57.24,20.49,0.0052985445646526,1.145,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
잇츠한불,화학,2022,486153356000.0,6.63,93.78,-6.75,-0.0469534078614131,1.295,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
자이에스앤디,서비스업,2022,1952688130000.0,170.44,36.98,468.93,0.0066871447718621,0.8200000000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
자화전자,전기전자,2022,505788674000.0,47.39,67.85,-15.96,0.032043861850916,1.59,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
전방,섬유의복,2022,304781349000.0,44.68,69.12,-6.6,-0.5634016554855251,0.495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
제이에스코퍼레이션,기타제조업,2022,533768141000.0,108.93,47.86,-1.21,0.0449175913987981,1.655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,고배당기업
제이준코스메틱,화학,2022,48387027000.0,16.37,85.93,-69.58,-0.6381731744432054,6.645,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
제일기획,서비스업,2022,2751445128000.0,125.26,44.39,27.89,0.0260940464849489,4.805,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
제일약품,의약품,2022,456891539000.0,193.64,34.06,3.07,-0.0002575606379887,2.22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
제일파마홀딩스,서비스업,2022,865677012000.0,106.22,48.49,3.99,-0.0013145426985843,0.65,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
제주은행,은행,2022,7311029000000.0,1300.97,7.14,34.7,0.4150869451621331,0.67,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
제주항공,운수창고업,2022,1663644039000.0,442.57,18.43,157.25,0.1952302212466835,2.89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
조광페인트,화학,2022,386108212000.0,127.48,43.96,9.19,-0.0004019338249043,0.665,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
조광피혁,기타제조업,2022,442034876000.0,16.93,85.52,17.03,0.1284080198067332,0.87,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
조비,화학,2022,130041760000.0,111.52,47.28,75.6,-0.0925380874970426,1.76,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
조선내화,비금속광물,2022,1620442053000.0,95.93,51.04,6.93,-0.0171105290734483,0.605,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,고배당기업
조선선재,기계,2022,145133297000.0,6.81,93.63,-1.73,0.0907213402500232,1.315,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,고배당기업
조일알미늄,철강금속,2022,367680590000.0,96.71,50.84,20.44,0.0103001415134826,1.51,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,무배당기업
조흥,음식료품,2022,433755477000.0,181.32,35.55,0.0,-0.2552271793761819,0.8049999999999999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
종근당,의약품,2022,1124882798000.0,81.06,55.23,10.78,0.0429722098340565,1.92,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
종근당바이오,의약품,2022,312590995000.0,111.5,47.28,9.7,-0.0160765098049326,1.195,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,무배당기업
종근당홀딩스,의약품,2022,1376372970000.0,72.36,58.02,-1.84,0.0149669277321463,0.905,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
주연테크,전기전자,2022,53242325000.0,28.16,78.03,-24.45,0.0554020076683744,1.44,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
지누스,기타제조업,2022,1114820891000.0,78.04,56.17,3.18,-0.033866609447215,2.115,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,고배당기업
지엠비코리아,운수장비,2022,550819603000.0,105.66,48.62,14.9,0.0356290848587903,0.4549999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
지투알,서비스업,2022,544793546000.0,208.55,32.41,15.69,-0.000350805321269,1.51,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
진도,유통업,2022,129200780000.0,24.02,80.63,7.56,0.1374082154858878,0.38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
진양산업,화학,2022,82719955000.0,61.47,61.93,9.59,0.0754331395265803,3.355,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
진양홀딩스,화학,2022,597085262000.0,48.3,67.43,4.34,0.0287840253892771,1.01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
진양화학,화학,2022,44569287000.0,28.29,77.95,-16.37,-0.0359044172340377,2.255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
진에어,운수창고업,2022,771895322000.0,607.87,14.13,140.07,0.2958847571219945,8.105,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,무배당기업
진원생명과학,의약품,2022,222866687000.0,22.81,81.43,25.89,-0.5673310234552519,5.185,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
진흥기업,건설업,2022,451746879000.0,101.02,49.75,41.57,0.0523953270803849,1.27,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,무배당기업
참엔지니어링,기계,2022,739665589000.0,758.96,11.64,13.3,0.0354873813646313,1.605,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,무배당기업
천일고속,운수창고업,2022,54845658000.0,106.06,48.53,28.49,-0.040570425109246,3.56,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
카카오,서비스업,2022,22963491576000.0,69.7,58.93,15.81,0.1237704837192828,5.345000000000001,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
카카오뱅크,은행,2022,39516079000000.0,591.43,14.46,50.79,1.169534082990358,3.185,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
카프로,화학,2022,302205592000.0,1035.99,8.8,-26.65,-0.1546031652938501,5.470000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
컨버즈,종이목재,2022,32951332000.0,122.75,44.89,-29.6,-0.1672991096836823,3.41,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
케이비아이동국실업,운수장비,2022,553570562000.0,206.89,32.59,17.78,0.0767382228760843,0.42,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
케이씨,의료정밀,2022,1004623912000.0,27.04,78.71,54.94,0.0421730723188697,0.475,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,고배당기업
케이씨텍,의료정밀,2022,483313332000.0,13.46,88.14,9.77,0.1466548966605538,0.94,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
코리아써키트,전기전자,2022,1293448547000.0,72.09,58.11,12.13,0.0592282958887195,1.435,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
코스맥스,화학,2022,1396450505000.0,214.34,31.81,0.54,0.0282932815962335,2.565,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,무배당기업
코스맥스비티아이,기타금융,2022,936136657000.0,187.37,34.8,7.19,0.0139842601383511,0.4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,무배당기업
코스모신소재,화학,2022,451321117000.0,79.66,55.66,58.75,0.0011218556774893,6.295,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
코스모화학,화학,2022,807858896000.0,102.65,49.35,40.1,-0.0044875805730472,4.025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
코아스,기타제조업,2022,76246125000.0,326.67,23.44,-11.63,-0.0466126314840791,2.22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,무배당기업
코오롱,기타금융,2022,4477491140000.0,287.68,25.79,4.61,0.0022820346542296,0.76,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
코오롱글로벌,건설업,2022,2834147586000.0,403.03,19.88,-45.21,0.0845349009913475,0.695,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
코오롱플라스틱,화학,2022,387043504000.0,51.35,66.07,27.83,0.0640904767726854,1.965,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
코웨이,서비스업,2022,4365074875000.0,88.8,52.97,5.24,0.1147772618453804,2.555,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
콤텍시스템,서비스업,2022,558409432000.0,179.37,35.79,85.58,-0.0029044418800303,0.635,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
쿠쿠홀딩스,기타금융,2022,1149528708000.0,18.78,84.19,10.3,0.0524738251361276,1.11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,고배당기업
쿠쿠홈시스,서비스업,2022,1016960291000.0,27.99,78.13,5.02,-0.0087450101280532,1.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,고배당기업
큐로,기계,2022,192687257000.0,75.45,57.0,30.94,0.1357370935476058,0.8800000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
크라운제과,음식료품,2022,330163311000.0,71.72,58.23,8.51,0.0593575285605994,0.805,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,고배당기업
크라운해태홀딩스,기타금융,2022,1153770087000.0,122.75,44.89,5.48,0.0062163123732373,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
키다리스튜디오,서비스업,2022,378769211000.0,37.92,72.5,42.24,0.0080593848540528,1.895,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
키움증권,증권,2022,39369287420000.0,867.51,10.34,59.75,-0.1782786013106898,0.655,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
태경비케이,비금속광물,2022,361240179000.0,36.34,73.34,76.81,-0.001286675671784,1.15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
태경산업,화학,2022,625038863000.0,48.52,67.33,41.92,0.0112315007951124,1.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
태경케미컬,화학,2022,167391899000.0,13.61,88.02,10.26,0.1349187007676351,1.265,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
태광산업,화학,2022,4910005421000.0,16.69,85.7,4.32,-0.0567170375175171,0.315,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
태림포장,종이목재,2022,651217775000.0,77.68,56.28,9.98,0.0301089462672227,0.84,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
태영건설,건설업,2022,4323308266000.0,483.55,17.14,-5.33,0.0265624984861406,0.37,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
태원물산,운수장비,2022,34948504000.0,18.17,84.62,-25.55,0.0261125616872687,1.335,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
태평양물산,섬유의복,2022,721226343000.0,258.16,27.92,21.47,0.0345051979254978,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
테이팩스,화학,2022,197584861000.0,33.53,74.89,17.65,0.2355330887537006,3.83,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
텔코웨어,서비스업,2022,132073841000.0,18.43,84.44,22.25,0.1721989756144944,0.93,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,고배당기업
토니모리,화학,2022,199062054000.0,104.41,48.92,10.55,0.0597650009369993,1.085,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,무배당기업
티에이치엔,전기전자,2022,371353958000.0,306.14,24.62,16.62,0.0836280119281416,0.62,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
티와이홀딩스,기타금융,2022,2282963063000.0,47.63,67.73,19.79,0.108780232661202,1.16,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
티웨이항공,운수창고업,2022,1042495891000.0,1654.96,5.7,145.26,0.3140964312533424,8.625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,무배당기업
티웨이홀딩스,비금속광물,2022,210718177000.0,27.92,78.18,-7.13,-0.1504621345396191,0.47,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
파미셀,의약품,2022,112694189000.0,41.38,70.73,18.25,0.1315089791172272,9.485,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
팜스코,음식료품,2022,1223174230000.0,340.23,22.72,23.73,-0.0378345639477357,0.915,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
팜젠사이언스,의약품,2022,317391477000.0,53.24,65.26,37.38,-0.0084699525871854,1.72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
팬오션,운수창고업,2022,7548942000000.0,68.03,59.51,39.08,0.2262525559505519,0.77,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
퍼스텍,기계,2022,211309948000.0,272.93,26.81,17.16,0.0076540470392057,3.58,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,무배당기업
퍼시스,기타제조업,2022,544804538000.0,15.19,86.81,0.0,0.0675613654769721,0.8400000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,고배당기업
페이퍼코리아,종이목재,2022,501830145000.0,714.46,12.28,-5.82,6.354324330290012e-06,5.065,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
평화산업,운수장비,2022,236600606000.0,471.05,17.51,22.59,0.0376428373368424,2.15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,무배당기업
평화홀딩스,운수장비,2022,558370415000.0,355.85,21.94,17.92,0.0055510090394011,0.635,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
포스코인터내셔널,유통업,2022,12516336931000.0,184.58,35.14,11.9,0.0344886115010975,1.405,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
풀무원,음식료품,2022,2049217755000.0,274.87,26.68,12.68,0.0119065736675565,1.255,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
풍산,철강금속,2022,3395297192000.0,84.3,54.26,24.6,0.0167021535035408,0.46,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
풍산홀딩스,기타금융,2022,1142781392000.0,18.48,84.4,-20.52,0.0253408379185843,0.71,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
하나금융지주,기타금융,2022,25043565000000.0,34.52,74.34,3.58,0.0164576901958409,0.7150000000000001,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
하나제약,의약품,2022,345964556000.0,28.9,77.58,7.35,0.146475013264721,1.255,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
하나투어,서비스업,2022,455429440000.0,356.79,21.89,185.58,-0.1229928333230537,7.92,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
하이브,서비스업,2022,4870434315000.0,66.3,60.13,41.42,0.0843760505159857,3.985,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
하이스틸,철강금속,2022,292456090000.0,96.34,50.93,39.91,-0.0005235957649426,0.71,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
하이트진로,음식료품,2022,3333438311000.0,187.11,34.83,13.38,-0.0399198324544004,2.295,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
하이트진로홀딩스,기타금융,2022,3945000965000.0,238.51,29.54,13.33,0.0034762483460107,0.295,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
한국가스공사,전기가스업,2022,62424983096000.0,499.62,16.68,87.95,-0.2971803349046138,0.49,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,무배당기업
한국공항,운수창고업,2022,421095043000.0,24.12,80.57,15.91,0.0922042525591699,0.415,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,무배당기업
한국내화,비금속광물,2022,325998841000.0,47.95,67.59,32.03,0.0117829642352606,0.675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
한국쉘석유,화학,2022,172340454000.0,52.57,65.54,24.96,0.0510330485954321,3.61,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,고배당기업
한국앤컴퍼니,기타금융,2022,4301818676000.0,11.55,89.65,13.76,0.0611122032161872,0.49,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
