,업종명,종목명,2014_E,2014_S,2014_G,2015_E,2015_S,2015_G,Diff_E,Diff_S,Diff_G,2014_종가,2015_종가,등락률,연도
192,의약품,이연제약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,23900,36200,0.5146443514644351,"14,15년"
193,의약품,일성신약,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,90000,104500,0.1611111111111111,"14,15년"
194,의약품,일양약품,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,27000,56100,1.0777777777777775,"14,15년"
195,의약품,종근당바이오,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,23800,19750,-0.1701680672268907,"14,15년"
196,의약품,종근당홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,78600,79800,0.015267175572519,"14,15년"
198,의약품,파미셀,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,4790,4905,0.0240083507306889,"14,15년"
199,의약품,한독,3.0,1.5,3.0,2.0,3.0,1.5,-1.0,1.5,-1.5,23850,24950,0.0461215932914046,"14,15년"
201,의약품,한올바이오파마,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,3960,11500,1.904040404040404,"14,15년"
202,의약품,현대약품,3.0,1.5,3.0,3.0,1.5,1.5,0.0,0.0,-1.5,2525,3790,0.500990099009901,"14,15년"
203,의약품,환인제약,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,24600,20700,-0.1585365853658536,"14,15년"
204,정보통신업,LG유플러스,4.0,3.0,4.0,3.0,3.0,4.0,-1.0,0.0,0.0,11000,10950,-0.0045454545454545,"14,15년"
205,정보통신업,SK텔레콤,5.0,3.0,4.0,4.0,4.0,4.0,-1.0,1.0,0.0,267000,241000,-0.097378277153558,"14,15년"
206,제조업,BYC,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,283500,399000,0.4074074074074074,"14,15년"
207,제조업,CJ씨푸드,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,2560,3655,0.427734375,"14,15년"
208,제조업,CJ제일제당,2.0,4.0,4.0,2.0,3.0,4.0,0.0,-1.0,0.0,391000,350000,-0.1048593350383631,"14,15년"
209,제조업,DRB동일,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,16400,14650,-0.1067073170731707,"14,15년"
210,제조업,DSR제강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,3450,4085,0.1840579710144927,"14,15년"
211,제조업,F&F,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,14850,19900,0.3400673400673401,"14,15년"
212,제조업,KC코트렐,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,5820,7900,0.3573883161512027,"14,15년"
213,제조업,KEC,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,1810,1140,-0.3701657458563536,"14,15년"
214,제조업,KG케미칼,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,16550,16100,-0.0271903323262839,"14,15년"
215,제조업,KISCO홀딩스,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,51500,59500,0.1553398058252427,"14,15년"
216,제조업,KPX케미칼,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,59600,56900,-0.0453020134228187,"14,15년"
217,제조업,KPX홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,81800,69500,-0.1503667481662591,"14,15년"
218,제조업,KR모터스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,912,1050,0.1513157894736842,"14,15년"
219,제조업,LF,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,33650,31650,-0.0594353640416047,"14,15년"
220,제조업,LG디스플레이,3.0,4.0,4.0,3.0,3.0,4.0,0.0,-1.0,0.0,31350,21600,-0.3110047846889952,"14,15년"
221,제조업,LG생활건강,3.0,4.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,623000,947000,0.5200642054574639,"14,15년"
222,제조업,LG이노텍,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,84500,92700,0.0970414201183432,"14,15년"
223,제조업,LG전자,3.0,4.0,5.0,1.0,4.0,4.0,-2.0,0.0,-1.0,65300,49100,-0.2480857580398162,"14,15년"
224,제조업,LG화학,4.0,4.0,3.0,3.0,3.0,3.0,-1.0,-1.0,0.0,200000,304500,0.5225,"14,15년"
225,제조업,MH에탄올,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,8900,10200,0.146067415730337,"14,15년"
226,제조업,NI스틸,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2110,2695,0.2772511848341232,"14,15년"
227,제조업,OCI,3.0,4.0,3.0,2.0,4.0,1.5,-1.0,0.0,-1.5,92000,82200,-0.1065217391304347,"14,15년"
228,제조업,S-Oil,5.0,4.0,5.0,4.0,5.0,4.0,-1.0,1.0,-1.0,40650,68300,0.6801968019680197,"14,15년"
229,제조업,SH에너지화학,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,1085,1595,0.4700460829493088,"14,15년"
230,제조업,SIMPAC,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,5900,6440,0.0915254237288135,"14,15년"
231,제조업,SKC,3.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,27500,38450,0.3981818181818182,"14,15년"
232,제조업,SK이노베이션,2.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,87500,118500,0.3542857142857142,"14,15년"
233,제조업,SK하이닉스,2.0,4.0,3.0,3.0,3.0,3.0,1.0,-1.0,0.0,47450,30700,-0.3530031612223393,"14,15년"
234,제조업,WISCOM,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,5840,5260,-0.0993150684931506,"14,15년"
235,제조업,가온전선,2.0,3.0,1.5,3.0,1.5,1.5,1.0,-1.5,0.0,26300,20950,-0.2034220532319391,"14,15년"
236,제조업,경농,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,4895,5170,0.0561797752808988,"14,15년"
237,제조업,경동나비엔,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,29050,37800,0.3012048192771084,"14,15년"
238,제조업,경인양행,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,5100,3980,-0.2196078431372549,"14,15년"
239,제조업,경인전자,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,20250,19600,-0.0320987654320987,"14,15년"
240,제조업,계양전기,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,3960,4855,0.226010101010101,"14,15년"
241,제조업,고려산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,2380,2140,-0.1008403361344537,"14,15년"
242,제조업,고려아연,3.0,1.5,3.0,2.0,3.0,3.0,-1.0,1.5,0.0,402500,474000,0.177639751552795,"14,15년"
243,제조업,고려제강,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,52100,41250,-0.2082533589251439,"14,15년"
244,제조업,광명전기,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,2395,2495,0.0417536534446764,"14,15년"
245,제조업,광전자,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,1605,2430,0.514018691588785,"14,15년"
246,제조업,국도화학,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,41450,61400,0.4813027744270205,"14,15년"
247,제조업,극동유화,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,23850,31000,0.29979035639413,"14,15년"
248,제조업,금강공업,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,60200,62500,0.0382059800664451,"14,15년"
249,제조업,금비,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,34000,70500,1.0735294117647058,"14,15년"
250,제조업,금양,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,1485,1875,0.2626262626262626,"14,15년"
251,제조업,금호전기,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,17050,17550,0.0293255131964809,"14,15년"
252,제조업,금호타이어,3.0,3.0,4.0,1.0,3.0,3.0,-2.0,0.0,-1.0,10700,6900,-0.3551401869158878,"14,15년"
253,제조업,기신정기,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,7430,7530,0.0134589502018842,"14,15년"
254,제조업,깨끗한나라,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,5030,6600,0.3121272365805169,"14,15년"
255,제조업,남선알미늄,1.0,1.5,1.5,1.0,3.0,1.5,0.0,1.5,0.0,1150,1195,0.0391304347826087,"14,15년"
256,제조업,남양유업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,686000,841000,0.2259475218658892,"14,15년"
257,제조업,남해화학,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,8440,10050,0.1907582938388625,"14,15년"
258,제조업,넥센,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,87000,84600,-0.0275862068965517,"14,15년"
259,제조업,넥센타이어,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,13100,13200,0.0076335877862595,"14,15년"
260,제조업,노루페인트,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,7060,10900,0.5439093484419264,"14,15년"
261,제조업,농심,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,267000,369000,0.3820224719101123,"14,15년"
262,제조업,대덕전자,2.0,3.0,3.0,2.0,1.5,1.5,0.0,-1.5,-1.5,9050,7350,-0.1878453038674033,"14,15년"
263,제조업,대동전자,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,4465,5190,0.1623740201567749,"14,15년"
264,제조업,대림통상,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,4300,6820,0.586046511627907,"14,15년"
265,제조업,대상,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,41550,31100,-0.2515042117930204,"14,15년"
266,제조업,대양금속,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,610,601,-0.0147540983606557,"14,15년"
267,제조업,대영포장,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,890,1135,0.2752808988764045,"14,15년"
268,제조업,대우부품,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,830,1200,0.4457831325301205,"14,15년"
269,제조업,대우조선해양,3.0,1.5,3.0,2.0,1.5,4.0,-1.0,0.0,1.0,18300,6940,-0.6207650273224044,"14,15년"
270,제조업,대원강업,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,6420,4955,-0.2281931464174454,"14,15년"
271,제조업,대원전선,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,904,1990,1.2013274336283186,"14,15년"
272,제조업,대원화성,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,2270,3530,0.5550660792951542,"14,15년"
273,제조업,대유에이텍,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1885,2580,0.3687002652519894,"14,15년"
274,제조업,대창,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,801,947,0.1822721598002497,"14,15년"
275,제조업,대창단조,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,46450,49800,0.0721205597416577,"14,15년"
276,제조업,대한방직,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,26250,68200,1.598095238095238,"14,15년"
277,제조업,대한유화,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,78200,177000,1.2634271099744243,"14,15년"
278,제조업,대한전선,1.0,1.5,3.0,,1.5,3.0,,0.0,0.0,1960,6000,2.061224489795918,"14,15년"
279,제조업,대한제강,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,6210,9650,0.5539452495974235,"14,15년"
280,제조업,대한제당,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,32150,22500,-0.3001555209953344,"14,15년"
281,제조업,대한제분,1.0,1.5,1.5,1.0,1.5,3.0,0.0,0.0,1.5,198000,194500,-0.0176767676767676,"14,15년"
282,제조업,대한화섬,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,84300,111000,0.3167259786476868,"14,15년"
283,제조업,대현,3.0,1.5,1.5,2.0,1.5,1.5,-1.0,0.0,0.0,3060,3685,0.2042483660130719,"14,15년"
284,제조업,대호에이엘,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,1210,1470,0.2148760330578512,"14,15년"
286,제조업,덕양산업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,3770,2020,-0.4641909814323607,"14,15년"
287,제조업,동국제강,3.0,1.5,3.0,1.0,1.5,3.0,-2.0,0.0,0.0,6360,6840,0.0754716981132075,"14,15년"
288,제조업,동남합성,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,34500,40650,0.1782608695652174,"14,15년"
289,제조업,동방아그로,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,6410,6560,0.0234009360374415,"14,15년"
290,제조업,동양철관,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1200,1365,0.1375,"14,15년"
291,제조업,동원F&B,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,350500,376500,0.0741797432239657,"14,15년"
292,제조업,동원금속,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,1870,2110,0.1283422459893048,"14,15년"
293,제조업,동원시스템즈,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,27800,79500,1.8597122302158275,"14,15년"
294,제조업,동일고무벨트,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,9740,14500,0.4887063655030801,"14,15년"
295,제조업,동일산업,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,63200,57400,-0.0917721518987341,"14,15년"
296,제조업,디씨엠,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,15650,11200,-0.2843450479233226,"14,15년"
297,제조업,디아이,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,7680,8910,0.16015625,"14,15년"
298,제조업,디아이씨,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,6540,8730,0.3348623853211009,"14,15년"
299,제조업,락앤락,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,11400,12250,0.0745614035087719,"14,15년"
300,제조업,롯데케미칼,3.0,4.0,5.0,2.0,5.0,5.0,-1.0,1.0,0.0,145000,240500,0.6586206896551724,"14,15년"
301,제조업,마니커,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,576,757,0.3142361111111111,"14,15년"
302,제조업,만호제강,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,19350,18550,-0.041343669250646,"14,15년"
303,제조업,모나리자,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,3170,5220,0.6466876971608833,"14,15년"
304,제조업,모토닉,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,13000,12550,-0.0346153846153846,"14,15년"
305,제조업,무림P&P,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,4930,5380,0.0912778904665314,"14,15년"
306,제조업,무림페이퍼,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,2340,3545,0.5149572649572649,"14,15년"
307,제조업,무학,3.0,1.5,1.5,1.0,1.5,1.5,-2.0,0.0,0.0,33800,48000,0.4201183431952662,"14,15년"
308,제조업,문배철강,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,1995,2920,0.4636591478696741,"14,15년"
310,제조업,미원상사,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,166500,186000,0.1171171171171171,"14,15년"
311,제조업,미원화학,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,36250,47400,0.3075862068965517,"14,15년"
312,제조업,방림,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,22700,27850,0.2268722466960352,"14,15년"
313,제조업,백광산업,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,2925,2575,-0.1196581196581196,"14,15년"
314,제조업,백산,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,4550,4515,-0.0076923076923076,"14,15년"
315,제조업,벽산,2.0,1.5,1.5,,1.5,1.5,,0.0,0.0,6340,9440,0.4889589905362776,"14,15년"
316,제조업,보락,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,3100,4400,0.4193548387096774,"14,15년"
317,제조업,보해양조,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1390,1815,0.3057553956834532,"14,15년"
318,제조업,부국철강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2290,2950,0.2882096069868995,"14,15년"
319,제조업,부산산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,22550,32600,0.4456762749445676,"14,15년"
320,제조업,부산주공,2.0,1.5,3.0,3.0,1.5,3.0,1.0,0.0,0.0,2390,2045,-0.1443514644351464,"14,15년"
321,제조업,빙그레,2.0,3.0,1.5,2.0,1.5,1.5,0.0,-1.5,0.0,82700,68300,-0.1741233373639661,"14,15년"
322,제조업,사조대림,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,14000,18000,0.2857142857142857,"14,15년"
323,제조업,사조씨푸드,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,6230,7330,0.1765650080256821,"14,15년"
324,제조업,사조오양,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,8900,12350,0.3876404494382022,"14,15년"
325,제조업,삼성SDI,3.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,126000,106500,-0.1547619047619047,"14,15년"
326,제조업,삼성공조,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,11600,10450,-0.0991379310344827,"14,15년"
327,제조업,삼성전기,4.0,5.0,5.0,4.0,4.0,4.0,0.0,-1.0,-1.0,48700,65200,0.3388090349075975,"14,15년"
328,제조업,삼성전자,4.0,5.0,4.0,3.0,3.0,5.0,-1.0,-2.0,1.0,1244000,1372000,0.1028938906752411,"14,15년"
329,제조업,삼성중공업,2.0,4.0,4.0,3.0,3.0,3.0,1.0,-1.0,-1.0,26050,13300,-0.4894433781190019,"14,15년"
330,제조업,삼아알미늄,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,2820,3125,0.1081560283687943,"14,15년"
331,제조업,삼양사,2.0,3.0,3.0,1.0,3.0,3.0,-1.0,0.0,0.0,69400,103500,0.4913544668587896,"14,15년"
332,제조업,삼양식품,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,21950,22950,0.0455580865603644,"14,15년"
333,제조업,삼양통상,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,82200,50800,-0.3819951338199513,"14,15년"
334,제조업,삼원강재,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,4480,3630,-0.1897321428571428,"14,15년"
335,제조업,삼익THK,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,9030,8550,-0.0531561461794019,"14,15년"
336,제조업,삼익악기,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,4075,4060,-0.003680981595092,"14,15년"
337,제조업,삼정펄프,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,42150,37300,-0.1150652431791221,"14,15년"
338,제조업,삼화왕관,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,36600,43500,0.1885245901639344,"14,15년"
339,제조업,삼화전기,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,4245,4715,0.110718492343934,"14,15년"
340,제조업,상신브레이크,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,6840,7080,0.0350877192982456,"14,15년"
341,제조업,새론오토모티브,1.0,3.0,3.0,1.0,1.5,3.0,0.0,-1.5,0.0,10850,8770,-0.1917050691244239,"14,15년"
342,제조업,서원,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,1495,1275,-0.1471571906354515,"14,15년"
343,제조업,서흥,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,59400,49900,-0.1599326599326599,"14,15년"
344,제조업,선도전기,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,2470,2435,-0.0141700404858299,"14,15년"
345,제조업,선진,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,38000,27900,-0.2657894736842105,"14,15년"
346,제조업,성문전자,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,1185,1915,0.6160337552742616,"14,15년"
347,제조업,성보화학,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,44200,59800,0.3529411764705882,"14,15년"
348,제조업,성신양회,3.0,1.5,3.0,2.0,1.5,3.0,-1.0,0.0,0.0,8210,11400,0.3885505481120584,"14,15년"
349,제조업,성안,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,772,1095,0.4183937823834197,"14,15년"
350,제조업,세방전지,2.0,1.5,3.0,1.0,3.0,3.0,-1.0,1.5,0.0,37150,40800,0.098250336473755,"14,15년"
351,제조업,세아제강,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,82800,63900,-0.2282608695652173,"14,15년"
352,제조업,세아특수강,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,24400,17750,-0.2725409836065574,"14,15년"
353,제조업,세아홀딩스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,179500,175000,-0.0250696378830083,"14,15년"
354,제조업,세원정공,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,31400,24350,-0.2245222929936305,"14,15년"
355,제조업,세종공업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,15000,11050,-0.2633333333333333,"14,15년"
357,제조업,송원산업,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,6210,11000,0.7713365539452496,"14,15년"
358,제조업,수산중공업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1400,2070,0.4785714285714286,"14,15년"
359,제조업,신대양제지,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,38600,27200,-0.2953367875647668,"14,15년"
360,제조업,신도리코,3.0,1.5,1.5,3.0,1.5,3.0,0.0,0.0,1.5,70700,60900,-0.1386138613861386,"14,15년"
361,제조업,신성이엔지,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,1420,1580,0.1126760563380281,"14,15년"
362,제조업,신영와코루,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,124000,163000,0.314516129032258,"14,15년"
363,제조업,신원,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,2850,1890,-0.3368421052631579,"14,15년"
364,제조업,쌍방울,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,1080,3265,2.0231481481481484,"14,15년"
365,제조업,써니전자,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,2195,2250,0.0250569476082004,"14,15년"
366,제조업,아남전자,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,767,1410,0.8383311603650587,"14,15년"
367,제조업,아모레퍼시픽,3.0,4.0,3.0,2.0,4.0,3.0,-1.0,0.0,0.0,2300000,377500,-0.8358695652173913,"14,15년"
368,제조업,아세아제지,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,29550,19500,-0.3401015228426396,"14,15년"
369,제조업,아이에스동서,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,45750,42700,-0.0666666666666666,"14,15년"
370,제조업,에넥스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,1820,4850,1.664835164835165,"14,15년"
371,제조업,에스엘,2.0,1.5,1.5,2.0,3.0,1.5,0.0,1.5,0.0,19700,17000,-0.1370558375634517,"14,15년"
372,제조업,에이블씨엔씨,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,22900,24700,0.0786026200873362,"14,15년"
373,제조업,에이엔피,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1055,1260,0.1943127962085308,"14,15년"
374,제조업,엔케이,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,4685,5810,0.240128068303095,"14,15년"
375,제조업,영보화학,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,4185,4520,0.080047789725209,"14,15년"
376,제조업,영풍,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,1191000,1252000,0.051217464315701,"14,15년"
377,제조업,영풍제지,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,20400,2835,-0.8610294117647059,"14,15년"
378,제조업,영화금속,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,1055,1490,0.4123222748815165,"14,15년"
379,제조업,오뚜기,1.0,1.5,3.0,1.0,1.5,1.5,0.0,0.0,-1.5,567000,1049000,0.8500881834215167,"14,15년"
380,제조업,우신시스템,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2935,3900,0.3287904599659284,"14,15년"
381,제조업,우진,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,8990,7100,-0.2102335928809788,"14,15년"
382,제조업,우진플라임,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,4445,3720,-0.1631046119235095,"14,15년"
383,제조업,원림,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,19100,25650,0.3429319371727748,"14,15년"
384,제조업,유니드,2.0,1.5,1.5,1.0,1.5,3.0,-1.0,0.0,1.5,59500,51100,-0.1411764705882353,"14,15년"
385,제조업,유니온,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,3780,4195,0.1097883597883597,"14,15년"
386,제조업,유성기업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,6610,4190,-0.3661119515885023,"14,15년"
387,제조업,율촌화학,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,13550,12350,-0.088560885608856,"14,15년"
388,제조업,이건산업,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,16350,17000,0.0397553516819571,"14,15년"
389,제조업,이구산업,2.0,1.5,3.0,3.0,1.5,3.0,1.0,0.0,0.0,1150,1265,0.1,"14,15년"
390,제조업,이수페타시스,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,4300,5050,0.1744186046511628,"14,15년"
391,제조업,이수화학,1.0,1.5,3.0,1.0,3.0,1.5,0.0,1.5,-1.5,10300,10300,0.0,"14,15년"
392,제조업,이월드,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2175,2880,0.3241379310344827,"14,15년"
393,제조업,인디에프,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,1280,2670,1.0859375,"14,15년"
394,제조업,인지컨트롤스,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,5060,5120,0.0118577075098814,"14,15년"
395,제조업,인팩,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,7690,6240,-0.188556566970091,"14,15년"
