회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),배당금(*)(IFRS)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),PER(최저)(IFRS),PBR(최고)(IFRS),매출액(요약)(백만원)
(주)대한항공,003490,2021/12,26671903184,0,288.48,25.74,0,3514195625,12.54,1.66,8753416
(주)대현,016090,2021/12,,3985408,,,,,4.19,0.81,287896
(주)대호에이엘,069460,2021/12,,0,,,,,0,3,143402
(주)더메디팜,118000,2021/12,176303068,0,47.66,67.72,-30.8,-1491581,10.99,1.73,16014
(주)더블유게임즈,192080,2021/12,1381904218,11882868,16.63,85.74,-5.18,189499036,7.62,1.86,213363
(주)더존비즈온,012510,2021/12,900314203,16493247,79.44,55.73,4.01,60737244,43.47,8.53,313777
(주)덕성,004830,2021/12,125291792,735139,47.42,67.84,-2.13,7295441,19.11,6.94,106620
(주)덴티움,145720,2021/12,570202433,2155973,95.88,51.05,26.89,74111674,9.48,3.92,225242
(주)도화엔지니어링,002150,2021/12,500216803,9322831,87.4,53.36,0,31511053,13.1,1.33,584799
(주)동남합성,023450,2021/12,,0,,,,,13.25,5.63,160296
(주)동방,004140,2021/12,531255658,0,304.13,24.74,0.66,24651499,0,5.53,570300
(주)동방아그로,007590,2021/12,204466926,3101504,38.98,71.95,0,14904839,12.22,1,133436
(주)동서,026960,2021/12,1582577880,69070766,9.25,91.53,0,84765950,24.89,3.26,496752
(주)동성케미컬,102260,2021/12,818795753,9919413,79.17,55.81,4.98,-16319513,15.5,1.02,375707
(주)동아지질,028100,2021/12,350828019,4848426,71.64,58.26,-8,31322997,36.14,1.39,289482
(주)동양,001520,2021/12,1007233610,8024000,28.47,77.84,15.99,26143462,29.36,0.85,527289
(주)동양고속,084670,2021/12,168829554,0,99.76,50.06,-2.83,-12664159,0,1.04,81012
(주)동원에프앤비,049770,2021/12,1935684196,13506934,142.32,41.27,10.11,159567026,11.04,1.51,1770773
(주)두산,000150,2021/12,26009852172,35772341,206.1,32.67,-22.19,743214641,2.41,1.07,967465
(주)두올,016740,2021/12,424141555,2597581,114.96,46.52,6.4,27179838,8.98,1.45,226290
(주)드림텍,192650,2021/12,732979091,19456322,88.54,53.04,17.76,80725551,32.14,4.85,553586
(주)디비아이엔씨,012030,2021/12,601998919,0,37.51,72.72,19.99,18587525,8.55,0.65,278421
(주)디아이,003160,2021/12,248156662,5179357,63.2,61.28,39.63,-8022787,10.41,2.96,185866
(주)디아이씨,092200,2021/12,628866348,0,374.54,21.07,19.61,37892055,4.21,6.06,409337
(주)디알비동일,004840,2021/12,831956562,578171,74.94,57.16,11.01,-48338768,0,0.86,95762
(주)디엔오토모티브,007340,2021/12,1484962433,8618125,107.99,48.08,12.97,40896237,0.81,1.23,235048
(주)디지비금융지주,139130,2021/12,85905990882,106562000,1257.7,7.37,-11.58,881862274,7.65,0.59,195727
(주)락앤락,115390,2021/12,829724565,0,19.57,83.64,8.18,18741617,92.84,1.74,243540
(주)마니커,027740,2021/12,196467021,0,315.43,24.07,17.66,-8737836,0,9.28,253344
(주)메리츠금융지주,138040,2021/12,82030936760,26406000,1091.74,8.39,25.22,-1923739001,5.76,3.8,254574
(주)메타랩스,090370,2021/12,85034045,0,50.68,66.36,-52.85,2279490,0,1.74,16052
(주)모나리자,012690,2021/12,,0,,,,,38.83,2.84,106399
(주)모나미,005360,2021/12,202507880,1889731,93.7,51.63,3.5,4863279,6.6,1.72,97395
(주)모토닉,009680,2021/12,447982645,8739432,6.96,93.49,0,22036164,18.52,1.25,196084
(주)무학,033920,2021/12,646644150,6091980,29.71,77.1,-8.92,47624503,0,0.83,121875
(주)미래아이앤지,007120,2021/12,,0,,,,,0,1.4,7808
(주)바이오노트,377740,2021/12,1483336237,49958930,17.13,85.38,-1.45,537391831,0,0,620046
(주)백산,035150,2021/12,330162573,2420000,124.58,44.53,-3.14,9761851,9.32,2.01,204459
(주)벽산,007210,2021/12,505440465,566694,74.1,57.44,6.14,7412157,0,1.74,294733
(주)보락,002760,2021/12,,299500,,,,,65.55,3.88,39764
(주)보령,003850,2021/12,828641139,6588571,74.7,57.24,11.64,60167364,32.82,5.37,594413
(주)비비안,002070,2021/12,198167472,0,91.88,52.11,2.49,-3339996,0,1.9,169829
(주)비상교육,100220,2021/12,271514540,2695333,35.8,73.64,25.11,19634304,7.46,1.08,167742
(주)비와이씨,001460,2021/12,684434512,1262387,42.05,70.4,1.6,35707429,7.16,0.96,163289
(주)비지에프,027410,2021/12,1981622039,10528000,14.36,87.44,33.94,1524675,8.45,0.52,42327
(주)비지에프리테일,282330,2021/12,2596378757,51825000,220.81,31.17,0,538147660,15.54,4.77,6762089
(주)빙그레,005180,2021/12,760245281,12379000,36.28,73.38,0,55501380,0,1.2,984003
(주)사조대림,003960,2021/12,1139785734,2206060,119.61,45.54,5.56,62376508,2.58,0.86,1165976
(주)사조오양,006090,2021/12,,1884547,,,,,5.13,0.66,328882
(주)삼성출판사,068290,2021/12,338722413,2000000,51.62,65.95,12.19,44630629,206.88,3.5,56222
(주)삼양사,145990,2021/12,2802047156,12564000,96.51,50.89,16.21,-17942707,19.92,0.75,1784425
(주)삼양패키징,272550,2021/12,,14209804,,,,,9.24,1.64,391946
(주)삼양홀딩스,000070,2021/12,4460588689,23234000,83.91,54.37,25.74,241427670,2.68,0.77,352145
(주)삼영,003720,2021/12,117674616,0,132.8,42.95,13.27,7116253,23.98,3.32,107926
(주)삼원강재,023000,2021/12,,4172695,,,,,11.34,0.86,299953
(주)삼익악기,002450,2021/12,585304800,4147203,130.52,43.38,19.19,15740941,4.87,0.97,151547
(주)삼일씨엔에스,004440,2021/12,351874251,0,27.02,78.73,0,-10858345,0,0.82,224074
(주)삼천리,004690,2021/12,4245308851,10272075,190.75,34.39,17.1,340891943,8.21,0.33,2623052
(주)상상인증권,001290,2021/12,582480466,0,199.06,33.44,32.24,-84740432,16.27,0.79,46008
(주)서연,007860,2021/12,2137879391,2170729,135.9,42.39,10.82,194780105,48.78,2.06,15620
(주)서연이화,200880,2021/12,1790525413,4053413,156.62,38.97,11.09,188121562,5.82,0.45,1078250
(주)서원,021050,2021/12,293365978,712119,111.25,47.34,0,-11731984,19.48,2.11,261636
(주)서흥,008490,2021/12,809954854,5559557,88.42,53.07,0,66850063,12.38,2.35,413783
(주)선앤엘,002820,2021/12,566176957,965056,236.41,29.73,12.8,-43645136,12.16,0.46,318394
(주)선진,136490,2021/12,1209598039,2377921,181.46,35.53,27.47,72975586,11.81,1.37,1169294
(주)성안,011300,2021/12,141555557,0,291.48,25.54,-38.38,7365781,0,2.69,31097
(주)세아베스틸지주,001430,2021/12,3525996556,48664970,84.96,54.07,0,83083140,2.63,0.87,2153394
(주)세아제강,306200,2021/12,,9800000,,,,,2.48,0.59,1497361
(주)세아제강지주,003030,2021/12,2898999028,7070807,82.71,54.73,23.21,-165692654,12.54,0.92,13397
(주)세아특수강,019440,2021/12,651146310,10013843,91.3,52.27,0,-26682749,4.17,0.55,634630
(주)세아홀딩스,058650,2021/12,5537774299,9858104,93.44,51.7,41.06,-58266567,0,0.57,53193
(주)세우글로벌,013000,2021/12,49554901,0,9.81,91.07,0,1445031,21.94,4.73,32394
(주)세이브존아이앤씨,067830,2021/12,,1132939,,,,,15.26,0.39,122173
(주)세진중공업,075580,2021/12,570404297,8223116,180.72,35.62,-12.32,-4555965,11.85,3.08,221657
(주)셀트리온,068270,2021/12,5674122532,105200478,40.09,71.38,3.38,911159432,46.31,19.77,1615840
(주)솔루엠,248070,2021/12,710946109,0,164.97,37.74,7.13,-178873117,114,9.13,621506
(주)수산인더스트리,126720,2021/12,398630425,4000000,44.81,69.05,11.45,37777400,0,0,202221
(주)수산중공업,017550,2021/12,236089652,539864,93.44,51.7,83.55,-467361,41.34,4.3,103586
(주)시디즈,134790,2021/12,,671583,,,,,8.19,2.94,251937
(주)신도리코,029530,2021/12,1022601243,14245886,7.79,92.77,0,21178618,2.55,0.4,308631
(주)신성이엔지,011930,2021/12,476656365,0,129.12,43.65,-5.77,-21302798,0,4.28,329555
(주)신세계,004170,2021/12,13644510517,29509000,136.78,42.23,32.44,1104485593,9.52,0.87,1671595
(주)신세계아이앤씨,035510,2021/12,,3286453,,,,,5.6,1.91,526089
(주)신세계인터내셔날,031430,2021/12,1159127578,10710000,61.07,62.08,0,153285247,17.36,2.93,1324581
(주)신세계푸드,031440,2021/12,879467974,2904218,208.78,32.39,7.47,72813015,97.15,1.59,1322704
(주)신영와코루,005800,2021/12,388668604,1350000,20.36,83.08,6.42,16652335,10.96,0.38,189003
(주)신원,009270,2021/12,503617026,4058431,138.13,41.99,26.66,-12011175,9.03,1.68,870189
(주)신풍,002870,2021/12,93873256,1662383,5.03,95.22,0,-5048375,0,1.96,17725
(주)신한금융지주회사,055550,2021/12,648152185000,747705000,1208.38,7.64,-1.12,11080115000,11.5,0.9,1771568
(주)신화다이나믹스,001770,2021/12,,121488,,,,,4.24,1.3,104771
(주)신흥,004080,2021/12,138612212,1128668,36.68,73.17,8.74,3343909,7.5,1.9,126875
(주)쌍방울,102280,2021/12,395643690,0,73.29,57.71,-0.23,-4126037,0,1.69,91955
(주)쎌마테라퓨틱스,015540,2021/12,27882145,0,87.68,53.28,-1.36,-7747015,0,49.89,9568
(주)쏘카,403550,2021/12,433189004,0,187.05,34.84,0,-1742106,0,0,284954
(주)씨아이테크,004920,2021/12,79538625,0,66.32,60.13,-9.75,-3648266,0,2.3,16977
(주)씨티알모빌리티,308170,2021/12,278103877,0,184.01,35.21,16.29,7631727,0,4.27,275893
(주)아모레퍼시픽,090430,2021/12,6116713933,67624549,28.93,77.56,0,691434411,38.32,4.61,3475233
(주)아모레퍼시픽그룹,002790,2021/12,8038142932,41946161,24.13,80.56,0,762592707,34.61,3.89,36094
(주)아센디오,012170,2021/12,68072818,0,50.64,66.38,-0.18,-8689749,0,6.16,21554
(주)아이마켓코리아,122900,2021/12,1120159809,4719651,168.77,37.21,10.32,54166342,6.15,1.35,2353474
(주)아이에이치큐,003560,2021/12,238568446,0,101.87,49.54,-25.96,15808633,0,3.89,58789
(주)알루코,001780,2021/12,780157703,0,166.57,37.51,2.08,-2867238,62.21,2.42,276620
(주)에넥스,011090,2021/12,132906036,0,100.12,49.97,-13.65,-19290753,7.15,3.49,200317
(주)에스비에스,034120,2021/12,1462149708,17690068,102.63,49.35,25.41,140125099,3.55,1.97,909841
(주)에스엠벡셀,010580,2021/12,47837815,0,47.84,67.64,0,-3239763,0,3.08,73078
(주)에스원,012750,2021/12,1972972502,84525598,36.74,73.13,0,333298814,23.72,2.77,2277129
(주)에스제이엠,123700,2021/12,241265788,2340735,29.91,76.98,5.09,-3204024,8.49,0.78,67189
(주)에스제이엠홀딩스,025530,2021/12,329167360,2371598,25.13,79.92,5.73,-753872,14.18,0.63,6103
(주)에스지글로벌,001380,2021/12,187021454,0,52.07,65.76,0,3890682,0,1.88,56443
(주)에스지세계물산,004060,2021/12,308412903,0,26.26,79.2,0,3369193,2.42,0.77,133439
(주)에스피씨삼립,005610,2021/12,1222983111,8983095,265.04,27.39,15.89,96896093,13.93,2.59,1369339
(주)에이블씨엔씨,078520,2021/12,193817470,0,69.04,59.16,-14.49,4409703,0,3.18,199450
(주)에이엔피,015260,2021/12,,0,,,,,0,2.17,69286
(주)에이프로젠,007460,2021/12,824111834,0,17,85.47,11.09,-8605708,0,1.64,81082
(주)에이프로젠바이오로직스,003060,2021/12,614621103,0,2.92,97.16,0,-6226540,64.29,1.16,34050
(주)에이플러스에셋어드바이저,244920,2021/12,285589305,3391154,123.81,44.68,-9.51,12201559,12.65,3.53,218382
(주)에프앤에프,383220,2021/12,1146494709,42089289,,,,291504267,,,1081846
(주)에프앤에프홀딩스,007700,2021/12,2912304833,6641882,25.84,79.47,0,279947857,0.37,2.07,2923
(주)엔씨소프트,036570,2021/12,4581889369,119001593,45.4,68.78,-4.44,391086721,34.58,7.64,2129327
(주)엔아이스틸,008260,2021/12,,2145009,,,,,3.28,1.37,248213
(주)엔케이,085310,2021/12,130726528,0,27.27,78.57,-0.39,13951474,10.15,1.31,68964
(주)엘에스,006260,2021/12,12625931000,40262000,168.05,37.31,25.32,-133177000,5.69,0.74,349037
(주)엘에스네트웍스,000680,2021/12,1309373198,0,136.51,42.28,16.61,24412586,3.29,0.95,224010
(주)엘에프,093050,2021/12,2541137895,17076000,69.59,58.96,11.34,310840898,2.86,0.5,1145492
(주)엘엑스세미콘,108320,2021/12,1172530982,87827220,46.51,68.26,63.43,421502666,0,0,1898846
(주)엘엑스인터내셔널,001120,2021/12,6746889022,82726175,182.98,35.34,0,175589706,2.53,0.87,4155724
(주)엘엑스하우시스,108670,2021/12,2547391000,3045000,195.04,33.89,0,130732000,0,1.52,2956861
(주)엘엑스홀딩스,383800,2021/12,,0,,,,,,,185812
(주)엘지,003550,2021/12,25669796000,448885000,17,85.47,0,1019525000,10.3,2.34,989760
(주)엘지생활건강,051900,2021/12,7555239418,201177000,37.42,72.77,0,984481666,30.75,9.13,4956148
(주)엘지에너지솔루션,373220,2021/12,23764137000,0,171.83,36.79,0,978585000,0,0,8387463
(주)엘지유플러스,032640,2021/12,19370515000,150440000,143.39,41.09,0,3404503000,7.43,1.21,12804202
(주)엘지헬로비전,037560,2021/12,1488116032,8519155,128.1,43.84,0,69815022,10.78,1.32,1080234
(주)엘지화학,051910,2021/12,51135302000,935275000,120.32,45.39,0,5509816000,19.02,4.88,20471044
(주)엠씨넥스,097520,2021/12,525527588,8915216,75.78,56.89,-23.04,92801540,24.57,3.31,817629
(주)영원무역,111770,2021/12,3547620438,43866061,45.74,68.62,13.22,287353749,10.08,1.68,1432761
(주)영원무역홀딩스,009970,2021/12,4325576167,23209796,37.1,72.94,13.66,404879754,20.95,1.44,31489
(주)영풍,000670,2021/12,5521001406,17201340,41.48,70.68,12.52,38078793,0,0.79,1334460
(주)영흥,012160,2021/12,518961056,0,162.2,38.14,99.6,-10738175,22.99,0.85,210267
(주)예스코홀딩스,015360,2021/12,1423002538,9598025,166.7,37.5,12.86,164570935,11.21,0.56,19687
(주)오뚜기,007310,2021/12,2605839009,27205232,69.38,59.04,5.51,149781780,15.7,1.66,2414546
(주)오리온,271560,2021/12,3120428661,29646592,36.11,73.47,5.64,404732645,41.48,6.94,807372
(주)오리온홀딩스,001800,2021/12,4961788340,33107246,28.18,78.01,0,446496363,34.07,0.64,27554
(주)와이지플러스,037270,2021/12,223117830,0,53.12,65.31,44.02,7800717,30.71,6.06,120431
(주)와이투솔루션,011690,2021/12,118501901,0,35.34,73.89,-5.47,-6070950,0,4,101352
(주)용평리조트,070960,2021/12,841499592,0,117.86,45.9,85.48,-11543045,22.59,0.85,236127
(주)우리금융지주,316140,2021/12,447183871000,546044000,1450.02,6.45,-5.05,-1800967000,10.77,0.47,698223
(주)우성,006980,2021/12,344617741,385013,100.07,49.98,0,-34736219,0,0.81,332154
(주)우신시스템,017370,2021/12,309605708,0,246.91,28.83,5.23,30160281,0,1.65,135140
(주)우진,105840,2021/12,229794619,1981766,44.01,69.44,0,4979554,0,2.02,52108
(주)우진아이엔에스,010400,2021/12,114656381,266435,18.09,84.68,-36.29,-5430836,0,0.81,89474
(주)우진플라임,049800,2021/12,276360691,1000000,236.53,29.71,14.14,21359974,3.53,3,232463
(주)웅진,016880,2021/12,1065994370,0,383.41,20.69,12.17,109542944,4.05,1.32,141883
(주)웅진씽크빅,095720,2021/12,771639508,10141478,106.57,48.41,25.96,94724071,6.65,1.88,686497
(주)원림,005820,2021/12,170283437,514208,25.73,79.54,16.55,-2213328,22.04,0.86,48718
(주)위스컴,024070,2021/12,135283854,766322,12.6,88.81,0,525775,11.73,0.89,106663
(주)윌비스,008600,2021/12,288026486,0,175.24,36.33,0,23472895,0,1.49,209865
(주)유니드,014830,2021/12,1347710903,14844133,35.71,73.69,0,121769308,4.06,1.99,677077
(주)유니온,000910,2021/12,366165151,1951452,99.38,50.15,14.13,9445707,10.61,1.32,97661
(주)유니켐,011330,2021/12,335857581,2153419,162.47,38.1,-2.3,25847100,25.15,1.33,113112
(주)유수홀딩스,000700,2021/12,501707092,9500492,22.95,81.33,50.44,-10889447,0,1.01,6295
(주)유유제약,000220,2021/12,192985288,2033747,49.97,66.68,17.87,4508661,0,3.36,91278
(주)유한양행,000100,2021/12,2463811805,26079622,27.27,78.57,0,99000468,35.68,3.32,1624133
(주)이노션,214320,2021/12,2201583495,27000000,163.74,37.92,23.01,155155221,34.54,2.5,444963
(주)이마트,139480,2021/12,31242082401,55577000,151.95,39.69,0,987138836,5.11,0.57,15053811
(주)이수페타시스,007660,2021/12,449678765,0,258.33,27.91,-8.67,3972191,44.69,1.85,363499
(주)이수화학,005950,2021/12,1168938576,13602978,198.34,33.52,29.7,61009080,7.57,1.03,1318676
(주)이스타코,015020,2021/12,,0,,,,,18.69,6.52,7061
(주)이아이디,093230,2021/12,519321207,0,101.52,49.62,34.63,-10950356,13.9,2.53,122331
(주)이엔플러스,074610,2021/12,102809878,0,42.05,70.4,101.83,-25746107,0,3.83,51644
(주)이원,017940,2021/12,3999326311,12719852,191.2,34.34,31.18,51299646,3.2,0.32,4732699
(주)이월드,084680,2021/12,,0,,,,,0,3.14,125778
(주)인디에프,014990,2021/12,125281293,0,230.18,30.29,-2.65,-4232527,0,3.39,148375
(주)인바이오젠,101140,2021/12,,0,,,,,1.62,1.64,10481
(주)인스코비,006490,2021/12,109349945,0,65.96,60.25,23.95,-3833118,72.56,11.84,36346
(주)인팩,023810,2021/12,353962028,1800000,192.29,34.21,14.34,17356877,8.18,2.33,207789
(주)일신석재,007110,2021/12,,0,,,,,0,4.96,74743
(주)잇츠한불,226320,2021/12,494667178,3521924,7.89,92.69,-4.24,11164311,0,1.84,42537
(주)제이에스코퍼레이션,194370,2021/12,552280908,5043064,173.56,36.56,0,26217938,5.88,2.37,237504
(주)제일기획,030000,2021/12,2542111414,100265938,125.51,44.34,0,249513810,23.2,4.97,1017011
(주)제주은행,006220,2021/12,6944214000,3213000,1245.92,7.43,0,155932000,5.61,0.73,204434
(주)제주항공,089590,2021/12,1266756061,0,588.12,14.53,-27.57,-83736411,0,7.58,270776
(주)조비,001550,2021/12,,0,,,,,51.47,3.57,84598
(주)조흥,002600,2021/12,,3900000,,,,,6.29,0.95,250861
(주)종근당,185750,2021/12,1046700072,11238798,84.99,54.06,3.11,12903868,30.58,5.5,1333989
(주)종근당바이오,063160,2021/12,298540308,548596,84.86,54.09,14.16,-5882180,0,3.25,142043
(주)종근당홀딩스,001630,2021/12,1367635165,6925589,62.82,61.42,7.91,40460132,16.81,1.92,35239
(주)주연테크,044380,2021/12,59714399,0,31.91,75.81,40.84,-14668643,13.6,2.54,88251
(주)지누스,013890,2021/12,1018636239,8202645,113,46.95,13.57,88064245,48.38,5.04,333177
(주)지에스,078930,2021/12,31191287000,189439000,119.61,45.53,31.05,1013946000,11.31,0.93,230570
(주)지에스글로벌,001250,2021/12,1442681821,0,321.2,23.74,36.73,-344280590,0,1,3458027
(주)지에스리테일,007070,2021/12,9455972982,122616000,114.21,46.68,0,714852180,3,0.95,9334987
(주)지투알,035000,2021/12,564897384,5672675,250.51,28.53,0,-6340273,24.82,1.83,19338
(주)진도,088790,2021/12,136444645,498583,35.55,73.78,8.25,10690117,8.66,0.89,58923
(주)진양홀딩스,100250,2021/12,566089269,6575435,45.14,68.9,0,13592364,5.82,1.13,21945
(주)진에어,272450,2021/12,,0,,,,,0,6.88,247191
(주)천일고속,000650,2021/12,,3567635,,,,,0,4.22,29343
(주)청호ICT,012600,2021/12,32380760,0,46.68,68.18,-37.81,-7417122,0,7.44,17774
(주)카카오,035720,2021/12,22779558711,22989646,67.62,59.66,47.63,1306571526,94.72,39.5,2132916
(주)카카오뱅크,323410,2021/12,,0,,,,,101.85,7.01,1064933
(주)카카오페이,377300,2021/12,3432708944,0,91.17,52.31,61.28,156658929,0,3.2,403417
(주)카프로,006380,2021/12,,0,,,,,68.44,1.76,582429
(주)케이씨,029460,2021/12,964515631,3731162,29.07,77.48,-3.92,10861752,8.35,0.76,164498
(주)케이씨씨,002380,2021/12,12878863209,45948918,139.56,41.74,15.57,424043437,27.07,0.85,2286588
(주)케이씨씨글라스,344820,2021/12,1877935029,22320666,35.26,73.93,0,229687323,4.77,0.99,1175660
(주)케이씨텍,281820,2021/12,,4588491,,,,,10.25,1.86,344546
(주)케이씨티시,009070,2021/12,532345389,1794345,132.37,43.03,42.15,33161532,7.1,1.83,465993
(주)케이에스에스해운,044450,2021/12,1446228923,7860694,321.86,23.7,43.25,100253854,4.13,1.11,320167
(주)케이에이치필룩스,033180,2021/12,539371447,0,26.24,79.21,1.16,-1465312,0,3.25,62559
(주)케이이씨,092220,2021/12,400589167,0,43.5,69.68,33.04,27220833,23.91,1.86,255216
(주)케이티,030200,2021/12,37159341000,450394000,124.3,44.58,4.1,5561834000,6.21,0.82,18387434
(주)케이티스카이라이프,053210,2021/12,1275644844,16651592,58.28,63.18,0,102947300,7.65,0.8,655354
(주)케이티씨에스,058850,2021/12,416750372,4014094,128.26,43.81,0,6944697,6.44,1.09,548790
(주)케이티아이에스,058860,2021/12,,3245192,,,,,3.15,0.68,468004
(주)케이티앤지,033780,2021/12,11637271194,575904000,26.37,79.13,0,1419821289,12.56,1.63,3490456
(주)코리아써키트,007810,2021/12,1064620686,0,63.29,61.24,57.87,66837180,6.2,2.27,647067
(주)코아스,071950,2021/12,79299246,0,316.49,24.01,12.78,1937095,0,3.15,109320
(주)코오롱,002020,2021/12,3966282959,7590368,301.5,24.91,10.64,223932914,0,1.29,63308
(주)콘텐트리중앙,036420,2021/12,2245640003,0,221.82,31.07,86.1,-122392657,0,4.38,13557
(주)콤텍시스템,031820,2021/12,349140170,0,108.38,47.99,60.29,16106564,10.25,0.85,201021
(주)큐로,015590,2021/12,,0,,,,,0,1.65,80705
(주)크라운제과,264900,2021/12,,3198823,,,,,8.64,1.54,381212
(주)크라운해태홀딩스,005740,2021/12,1115739132,1498189,128,43.86,0.54,96825551,33.8,0.71,16719
(주)크래프톤,259960,2021/12,5635100724,0,22.28,81.78,12.92,713908176,6.32,1.08,1828374
(주)키다리스튜디오,020120,2021/12,290122175,0,30.23,76.79,161.76,17275838,85.6,3.19,54016
